x,y,h,z,h_z,t
-1780000,180000,387.0,12048.918459049757,-11661.918459049757,580
-1780000,190000,257.0,11913.715516771807,-11656.715516771807,580
-1780000,200000,264.0,11814.951852860886,-11550.951852860886,580
-1770000,140000,143.8,14257.111065512176,-14113.311065512176,580
-1770000,150000,27.9,13639.48065478125,-13611.58065478125,580
-1770000,160000,378.0,12780.254969898457,-12402.254969898457,580
-1770000,170000,441.0,12167.051822876858,-11726.051822876858,580
-1770000,180000,400.0,11953.306570214188,-11553.306570214188,580
-1770000,190000,455.2,11778.498729699642,-11323.298729699642,580
-1770000,200000,197.0,11663.496937691125,-11466.496937691125,580
-1770000,210000,115.0,11551.799044812708,-11436.799044812708,580
-1760000,140000,64.7,14781.068536782133,-14716.368536782133,580
-1760000,150000,346.1,13889.321108469676,-13543.221108469676,580
-1760000,160000,562.8,12892.487387301355,-12329.687387301356,580
-1760000,170000,840.0,12240.046544336295,-11400.046544336295,580
-1760000,180000,705.0,11874.453594506294,-11169.453594506294,580
-1760000,190000,255.6,11622.66689815301,-11367.066898153009,580
-1760000,200000,324.6,11464.262106836679,-11139.662106836679,580
-1760000,210000,80.0,11378.458711052159,-11298.458711052159,580
-1750000,130000,49.6,14959.76082658738,-14910.16082658738,580
-1750000,140000,17.0,14898.823122148964,-14881.823122148964,580
-1750000,150000,372.1,14067.583635362029,-13695.483635362029,580
-1750000,160000,322.0,12933.108522417599,-12611.108522417599,580
-1750000,170000,743.4,12231.02241881016,-11487.62241881016,580
-1750000,180000,216.6,11765.541237761687,-11548.941237761686,580
-1750000,190000,114.1,11426.029323758485,-11311.929323758484,580
-1750000,200000,142.1,11221.575737053077,-11079.475737053077,580
-1740000,130000,141.0,14831.3390618285,-14690.3390618285,580
-1740000,140000,81.1,14835.902482309626,-14754.802482309626,580
-1740000,150000,223.2,14116.215604205187,-13893.015604205186,580
-1740000,160000,320.0,13010.893241143158,-12690.893241143158,580
-1740000,170000,476.0,12114.143945842097,-11638.143945842097,580
-1740000,180000,804.0,11677.011299372392,-10873.011299372392,580
-1740000,190000,691.0,11284.548686792488,-10593.548686792488,580
-1740000,200000,276.0,11037.215510146209,-10761.215510146209,580
-1740000,210000,68.1,10996.515646024327,-10928.415646024327,580
-1730000,20000,35.8,13311.266476651414,-13275.466476651414,580
-1730000,30000,67.5,12727.812620635375,-12660.312620635375,580
-1730000,40000,2.3,12118.748486372675,-12116.448486372676,580
-1730000,120000,568.3,14086.975447667464,-13518.675447667465,580
-1730000,140000,105.8,14918.579010778027,-14812.779010778027,580
-1730000,150000,226.5,14258.618645853452,-14032.118645853452,580
-1730000,160000,128.5,13131.90488665802,-13003.40488665802,580
-1730000,170000,686.0,12273.172472578199,-11587.172472578199,580
-1730000,180000,1133.2,11682.67106249658,-10549.47106249658,580
-1730000,190000,729.0,11247.632371222153,-10518.632371222153,580
-1730000,200000,632.0,10971.22234819154,-10339.22234819154,580
-1730000,210000,93.0,10865.587884465065,-10772.587884465065,580
-1720000,0,97.9,14161.309628185134,-14063.409628185134,580
-1720000,20000,120.5,13238.71650026247,-13118.21650026247,580
-1720000,30000,231.9,12670.145515951572,-12438.245515951572,580
-1720000,40000,74.7,12025.18756906901,-11950.48756906901,580
-1720000,50000,19.9,11244.118408211518,-11224.218408211518,580
-1720000,60000,222.2,10711.850414960525,-10489.650414960524,580
-1720000,70000,336.8,10521.926850911268,-10185.126850911269,580
-1720000,80000,176.0,10682.758451668076,-10506.758451668076,580
-1720000,160000,467.9,13198.355027044618,-12730.455027044618,580
-1720000,170000,599.0,12298.17218788294,-11699.17218788294,580
-1720000,180000,1000.5,11674.990619750944,-10674.490619750944,580
-1720000,190000,1055.1,11226.627549794013,-10171.527549794013,580
-1720000,200000,941.0,10920.31816142317,-9979.31816142317,580
-1720000,210000,373.0,10753.622585857878,-10380.622585857878,580
-1720000,220000,242.8,10704.187307577382,-10461.387307577383,580
-1710000,0,243.4,14051.263998628723,-13807.863998628723,580
-1710000,10000,3.7,13731.63846389952,-13727.93846389952,580
-1710000,20000,198.1,13298.66861452904,-13100.56861452904,580
-1710000,30000,231.5,12697.20090013138,-12465.70090013138,580
-1710000,40000,819.0,11921.401264851234,-11102.401264851234,580
-1710000,50000,194.8,11047.761020666056,-10852.961020666056,580
-1710000,60000,476.5,10447.603995563213,-9971.103995563213,580
-1710000,70000,22.9,10313.247487195997,-10290.347487195997,580
-1710000,80000,534.7,10605.223669401401,-10070.5236694014,580
-1710000,170000,301.0,12100.619229296339,-11799.619229296339,580
-1710000,180000,531.0,11561.628282379046,-11030.628282379046,580
-1710000,190000,566.0,11165.963775832772,-10599.963775832772,580
-1710000,200000,764.0,10840.334394269677,-10076.334394269677,580
-1710000,210000,337.0,10639.354601708194,-10302.354601708194,580
-1710000,220000,204.0,10567.720641313088,-10363.720641313088,580
-1700000,0,415.8,14229.31023237555,-13813.510232375551,580
-1700000,10000,15.3,13904.745508204596,-13889.445508204597,580
-1700000,20000,317.5,13448.638233887836,-13131.138233887836,580
-1700000,30000,260.4,12817.348461786465,-12556.948461786465,580
-1700000,40000,144.9,11930.91239318707,-11786.012393187071,580
-1700000,50000,393.7,10938.452794253173,-10544.752794253172,580
-1700000,60000,75.0,10142.131522688462,-10067.131522688462,580
-1700000,70000,289.0,10110.570070083239,-9821.570070083239,580
-1700000,80000,458.8,10646.76111860978,-10187.96111860978,580
-1700000,120000,100.7,14494.366496284823,-14393.666496284823,580
-1700000,150000,168.8,14391.62308566688,-14222.823085666882,580
-1700000,160000,2.0,13080.772538173633,-13078.772538173633,580
-1700000,170000,103.9,11937.995859787676,-11834.095859787676,580
-1700000,180000,252.5,11340.237727841082,-11087.737727841082,580
-1700000,190000,275.0,11018.772880186652,-10743.772880186652,580
-1700000,200000,678.0,10691.496292821286,-10013.496292821286,580
-1700000,210000,363.0,10491.8585848799,-10128.8585848799,580
-1700000,220000,192.9,10423.928079998894,-10231.028079998894,580
-1700000,230000,0.3,10394.824055014404,-10394.524055014404,580
-1690000,0,221.3,14534.85553708099,-14313.55553708099,580
-1690000,10000,14.4,14119.11858780472,-14104.71858780472,580
-1690000,20000,269.5,13584.463115070654,-13314.963115070654,580
-1690000,30000,562.2,12876.349138983835,-12314.149138983834,580
-1690000,40000,209.3,11929.689601528726,-11720.389601528726,580
-1690000,50000,553.0,10808.555282203157,-10255.555282203157,580
-1690000,60000,919.7,10031.002311119188,-9111.302311119187,580
-1690000,70000,550.1,10110.091499642938,-9559.991499642938,580
-1690000,80000,549.0,10808.740405375009,-10259.740405375009,580
-1690000,90000,167.6,11751.901483849511,-11584.301483849511,580
-1690000,100000,3.3,12803.792741616235,-12800.492741616235,580
-1690000,150000,204.0,14467.809055738526,-14263.809055738526,580
-1690000,160000,106.0,12981.864554367765,-12875.864554367765,580
-1690000,170000,58.3,11602.27895735463,-11543.978957354631,580
-1690000,180000,457.5,10906.024090417926,-10448.524090417926,580
-1690000,190000,756.0,10579.194851217007,-9823.194851217007,580
-1690000,200000,617.0,10386.933510260598,-9769.933510260598,580
-1690000,210000,365.0,10296.413127117106,-9931.413127117106,580
-1690000,220000,340.0,10272.46477441045,-9932.46477441045,580
-1690000,230000,114.0,10259.824772211514,-10145.824772211514,580
-1680000,20000,246.4,13610.581183895636,-13364.181183895636,580
-1680000,30000,136.0,12839.57268601794,-12703.57268601794,580
-1680000,40000,224.5,11811.404652821742,-11586.904652821742,580
-1680000,50000,503.0,10622.661936655346,-10119.661936655346,580
-1680000,60000,1169.0,9987.866744731637,-8818.866744731637,580
-1680000,70000,440.2,10186.532708457169,-9746.332708457168,580
-1680000,80000,715.4,10996.953579629819,-10281.553579629819,580
-1680000,90000,77.0,12043.832044758494,-11966.832044758494,580
-1680000,100000,71.8,13148.992103045965,-13077.192103045965,580
-1680000,140000,3.6,15076.041212491713,-15072.441212491713,580
-1680000,150000,154.2,14519.080970285766,-14364.880970285765,580
-1680000,160000,274.1,12937.137515173794,-12663.037515173794,580
-1680000,170000,258.2,11237.228221585523,-10979.028221585522,580
-1680000,180000,376.0,10283.791067006558,-9907.791067006558,580
-1680000,190000,269.8,9980.407376421805,-9710.607376421805,580
-1680000,200000,488.0,9996.374524670502,-9508.374524670502,580
-1680000,210000,444.0,10060.330591350787,-9616.330591350787,580
-1680000,220000,26.4,10125.95946364549,-10099.55946364549,580
-1680000,230000,241.3,10159.671318682836,-9918.371318682837,580
-1680000,240000,55.0,10136.20648155237,-10081.20648155237,580
-1670000,20000,70.8,13524.893248332743,-13454.093248332743,580
-1670000,30000,403.2,12689.11294622921,-12285.91294622921,580
-1670000,40000,686.9,11625.600786119385,-10938.700786119385,580
-1670000,50000,505.1,10494.508178104805,-9989.408178104804,580
-1670000,60000,1042.2,9963.105995311102,-8920.905995311101,580
-1670000,70000,948.0,10190.230450405123,-9242.230450405123,580
-1670000,80000,637.9,11036.317206515452,-10398.417206515453,580
-1670000,90000,283.9,12060.96656897297,-11777.06656897297,580
-1670000,100000,643.1,13006.537195524961,-12363.43719552496,580
-1670000,110000,379.6,13664.639945312032,-13285.039945312032,580
-1670000,130000,31.1,14476.280892523944,-14445.180892523944,580
-1670000,150000,441.4,14412.534247439757,-13971.134247439757,580
-1670000,160000,222.4,12842.328350055766,-12619.928350055767,580
-1670000,170000,453.5,10938.763267381519,-10485.263267381519,580
-1670000,180000,412.0,9841.78104906764,-9429.78104906764,580
-1670000,190000,387.0,9406.652778550722,-9019.652778550722,580
-1670000,200000,608.0,9457.615482061914,-8849.615482061914,580
-1670000,210000,338.8,9688.138882887177,-9349.338882887178,580
-1670000,220000,386.2,9943.540878302134,-9557.340878302133,580
-1670000,230000,240.0,10040.695753879816,-9800.695753879816,580
-1670000,240000,200.7,10061.817343817203,-9861.117343817203,580
-1660000,30000,233.1,12420.508838297626,-12187.408838297626,580
-1660000,40000,292.9,11329.750610089604,-11036.850610089605,580
-1660000,50000,353.5,10336.611949455331,-9983.111949455331,580
-1660000,60000,499.5,9928.392239399593,-9428.892239399593,580
-1660000,70000,1156.3,10134.193102539157,-8977.893102539158,580
-1660000,80000,650.1,10831.972508544428,-10181.872508544428,580
-1660000,90000,647.0,11780.896019533993,-11133.896019533993,580
-1660000,100000,780.0,12380.90412811582,-11600.90412811582,580
-1660000,110000,224.8,12787.223052542222,-12562.423052542223,580
-1660000,120000,10.0,13088.715439642046,-13078.715439642046,580
-1660000,150000,386.3,13950.410333386912,-13564.110333386912,580
-1660000,160000,214.6,12626.314904689445,-12411.714904689445,580
-1660000,170000,409.0,10763.799607936175,-10354.799607936175,580
-1660000,180000,707.0,9483.923396301821,-8776.923396301821,580
-1660000,190000,333.3,8874.751864538826,-8541.451864538827,580
-1660000,200000,128.5,8857.713333555543,-8729.213333555543,580
-1660000,210000,412.0,9173.238454254044,-8761.238454254044,580
-1660000,220000,612.0,9537.210576580203,-8925.210576580203,580
-1660000,230000,477.0,9815.401306183458,-9338.401306183458,580
-1660000,240000,318.0,9939.772771459233,-9621.772771459233,580
-1650000,40000,319.3,11221.032666652072,-10901.732666652073,580
-1650000,50000,219.9,10266.954773857511,-10047.054773857511,580
-1650000,60000,483.7,9927.114383969718,-9443.414383969717,580
-1650000,70000,414.2,10001.654034909436,-9587.454034909435,580
-1650000,80000,1139.5,10457.077698076575,-9317.577698076575,580
-1650000,90000,600.0,11096.452560850317,-10496.452560850317,580
-1650000,100000,4.5,11670.289602307352,-11665.789602307352,580
-1650000,120000,44.6,12152.228562066419,-12107.628562066418,580
-1650000,150000,92.4,13702.871117352159,-13610.47111735216,580
-1650000,160000,429.3,12443.840340486975,-12014.540340486976,580
-1650000,170000,469.0,10635.15829901443,-10166.15829901443,580
-1650000,180000,380.0,9168.248165858877,-8788.248165858877,580
-1650000,190000,318.7,8407.249525991276,-8088.549525991276,580
-1650000,200000,251.0,8236.963747951077,-7985.963747951077,580
-1650000,210000,667.0,8611.807669156455,-7944.807669156455,580
-1650000,220000,746.0,9083.179360998527,-8337.179360998527,580
-1650000,230000,632.0,9416.864850744252,-8784.864850744252,580
-1650000,240000,315.9,9624.072744869552,-9308.172744869553,580
-1650000,250000,22.2,9718.512902857841,-9696.31290285784,580
-1650000,260000,15.0,9694.505465381602,-9679.505465381602,580
-1640000,50000,181.7,10637.321641580911,-10455.62164158091,580
-1640000,60000,79.1,10066.697601075486,-9987.597601075486,580
-1640000,70000,687.9,9973.769349607259,-9285.86934960726,580
-1640000,80000,1076.8,10099.118906935713,-9022.318906935714,580
-1640000,90000,456.4,10445.036411524796,-9988.636411524796,580
-1640000,130000,75.2,12511.360586912235,-12436.160586912234,580
-1640000,140000,59.1,13671.536780800185,-13612.436780800184,580
-1640000,150000,78.1,13798.665931439555,-13720.565931439554,580
-1640000,160000,358.4,12419.507526870413,-12061.107526870413,580
-1640000,170000,424.2,10477.314689077344,-10053.114689077343,580
-1640000,180000,302.9,8963.759618904496,-8660.859618904497,580
-1640000,190000,264.0,8083.687977397606,-7819.687977397606,580
-1640000,200000,319.1,7868.355456735713,-7549.255456735713,580
-1640000,210000,659.0,8079.692292429526,-7420.692292429526,580
-1640000,220000,744.0,8553.80620541995,-7809.806205419951,580
-1640000,230000,433.0,8974.436921818382,-8541.436921818382,580
-1640000,240000,205.0,9233.120054037596,-9028.120054037596,580
-1640000,250000,129.7,9386.745181308943,-9257.045181308942,580
-1640000,260000,207.8,9464.685478980831,-9256.885478980832,580
-1630000,50000,56.2,10990.511994931201,-10934.3119949312,580
-1630000,60000,495.1,10364.866557984511,-9869.76655798451,580
-1630000,70000,352.3,10023.989053148482,-9671.689053148482,580
-1630000,80000,876.9,9943.558989217447,-9066.658989217447,580
-1630000,90000,572.0,9995.30531689069,-9423.30531689069,580
-1630000,100000,2.9,10147.82563812632,-10144.92563812632,580
-1630000,130000,45.5,12569.211811385254,-12523.711811385254,580
-1630000,150000,146.7,13769.6400102832,-13622.940010283199,580
-1630000,160000,264.8,12346.330000715954,-12081.530000715955,580
-1630000,170000,266.3,10385.214454240246,-10118.914454240246,580
-1630000,180000,429.0,8830.708851279916,-8401.708851279916,580
-1630000,190000,347.0,7961.8045592649505,-7614.8045592649505,580
-1630000,200000,298.0,7706.868351873917,-7408.868351873917,580
-1630000,210000,552.0,7790.578550560883,-7238.578550560883,580
-1630000,220000,1011.0,8072.687465719778,-7061.687465719778,580
-1630000,230000,363.0,8484.627150484084,-8121.627150484084,580
-1630000,240000,135.4,8859.719876989277,-8724.319876989277,580
-1630000,250000,82.2,9064.640817191648,-8982.440817191648,580
-1630000,260000,13.7,9178.280293228703,-9164.580293228702,580
-1620000,50000,126.4,10901.513714673876,-10775.113714673877,580
-1620000,60000,234.0,10302.820475705623,-10068.820475705623,580
-1620000,70000,526.3,10015.711642302096,-9489.411642302097,580
-1620000,80000,958.8,9933.649671556776,-8974.849671556776,580
-1620000,90000,809.0,9958.942479408253,-9149.942479408253,580
-1620000,150000,8.9,13428.585570007815,-13419.685570007816,580
-1620000,160000,144.9,12055.467360586023,-11910.567360586023,580
-1620000,170000,420.2,10236.583396981781,-9816.38339698178,580
-1620000,180000,560.0,8727.902390278803,-8167.902390278803,580
-1620000,190000,619.0,7902.239131854949,-7283.239131854949,580
-1620000,200000,516.9,7646.13785337581,-7129.23785337581,580
-1620000,210000,753.0,7668.043919087082,-6915.043919087082,580
-1620000,220000,664.0,7850.832376381877,-7186.832376381877,580
-1620000,230000,359.0,8091.971429261071,-7732.971429261071,580
-1620000,240000,335.0,8417.864869633626,-8082.864869633626,580
-1620000,250000,138.0,8660.938916480409,-8522.938916480409,580
-1620000,260000,18.8,8864.24162395118,-8845.441623951181,580
-1610000,50000,1.8,10248.487644927225,-10246.687644927226,580
-1610000,60000,525.4,10010.00507036102,-9484.60507036102,580
-1610000,70000,316.1,9996.60640486933,-9680.50640486933,580
-1610000,80000,858.4,10078.999208320716,-9220.599208320717,580
-1610000,90000,839.0,10317.963008053723,-9478.963008053723,580
-1610000,140000,73.0,13835.834632403537,-13762.834632403537,580
-1610000,150000,2.8,13398.971691910734,-13396.171691910735,580
-1610000,160000,125.6,11704.634263141812,-11579.034263141812,580
-1610000,170000,511.0,9967.059197211485,-9456.059197211485,580
-1610000,180000,479.2,8603.454813246468,-8124.254813246468,580
-1610000,190000,443.7,7864.7294098008,-7421.0294098008,580
-1610000,200000,612.8,7643.90084275874,-7031.100842758739,580
-1610000,210000,686.3,7645.072042514403,-6958.7720425144025,580
-1610000,220000,614.0,7767.034438475586,-7153.034438475586,580
-1610000,230000,586.8,7924.355129180777,-7337.555129180777,580
-1610000,240000,175.9,8075.002972282069,-7899.1029722820695,580
-1610000,250000,23.5,8323.352826933147,-8299.852826933147,580
