x,y,h,z,h_z,t
-1570000,40000,521.0,9150.352149706132,-8629.352149706132,580
-1570000,50000,956.4,8987.848751197826,-8031.448751197826,580
-1570000,60000,611.7,9444.330205492917,-8832.630205492917,580
-1570000,70000,1442.4,10188.841716310235,-8746.441716310235,580
-1570000,80000,1444.9,11017.136277241834,-9572.236277241835,580
-1570000,90000,507.0,11791.510018416055,-11284.510018416055,580
-1570000,100000,676.0,12316.964974989642,-11640.964974989642,580
-1570000,110000,89.0,12780.705339401615,-12691.705339401615,580
-1570000,120000,211.2,12984.735936958004,-12773.535936958004,580
-1570000,140000,42.7,12239.877766756294,-12197.177766756293,580
-1570000,150000,2.9,10999.553651426046,-10996.653651426046,580
-1570000,160000,13.0,9924.085462523137,-9911.085462523137,580
-1570000,170000,302.0,9194.589196443121,-8892.589196443121,580
-1570000,180000,379.0,8624.948458912642,-8245.948458912642,580
-1570000,190000,289.5,8141.637117564905,-7852.137117564905,580
-1570000,200000,260.0,7957.73667886406,-7697.73667886406,580
-1570000,210000,849.0,7979.254856129386,-7130.254856129386,580
-1570000,220000,794.0,8075.381651235261,-7281.381651235261,580
-1570000,230000,659.6,8124.539937057124,-7464.939937057124,580
-1570000,240000,429.0,8130.648241769853,-7701.648241769853,580
-1570000,250000,23.0,8175.977008019166,-8152.977008019166,580
-1560000,10000,7.6,12664.796858829106,-12657.196858829106,580
-1560000,20000,351.0,11206.966616364267,-10855.966616364267,580
-1560000,30000,637.5,10042.632281771072,-9405.132281771072,580
-1560000,40000,478.1,9147.362052158414,-8669.262052158414,580
-1560000,50000,755.2,8882.21514527282,-8127.01514527282,580
-1560000,60000,720.4,9113.613741589306,-8393.213741589307,580
-1560000,70000,1218.9,9782.469060129873,-8563.569060129874,580
-1560000,80000,755.0,10586.844011684461,-9831.844011684461,580
-1560000,90000,58.8,11338.104711726153,-11279.304711726154,580
-1560000,100000,367.0,11950.306680385811,-11583.306680385811,580
-1560000,110000,88.9,12313.711154966755,-12224.811154966756,580
-1560000,120000,97.3,12396.539158570806,-12299.239158570806,580
-1560000,140000,164.2,11623.499110316878,-11459.299110316877,580
-1560000,150000,1.0,10656.977376336088,-10655.977376336088,580
-1560000,160000,6.8,9817.05251107007,-9810.25251107007,580
-1560000,170000,167.1,9312.517865586004,-9145.417865586003,580
-1560000,180000,346.0,8945.783198985338,-8599.783198985338,580
-1560000,190000,340.0,8570.288652978057,-8230.288652978057,580
-1560000,200000,365.7,8313.905939978538,-7948.2059399785385,580
-1560000,210000,751.6,8236.758692058973,-7485.1586920589725,580
-1560000,220000,525.0,8237.911603950173,-7712.911603950173,580
-1560000,230000,708.4,8235.625653702507,-7527.225653702508,580
-1560000,240000,287.9,8213.539765202015,-7925.639765202015,580
-1550000,30000,74.8,10058.520257374501,-9983.720257374502,580
-1550000,40000,252.8,9168.899620650644,-8916.099620650644,580
-1550000,50000,616.6,8840.46013414062,-8223.86013414062,580
-1550000,60000,944.2,8897.431076899491,-7953.231076899491,580
-1550000,70000,823.7,9363.753287700461,-8540.05328770046,580
-1550000,80000,798.0,10176.688763660724,-9378.688763660724,580
-1550000,90000,118.0,10960.61798912372,-10842.61798912372,580
-1550000,100000,311.0,11592.243449861759,-11281.243449861759,580
-1550000,110000,73.1,11936.700868322143,-11863.600868322143,580
-1550000,120000,6.0,11996.324558652756,-11990.324558652756,580
-1550000,140000,3.8,11257.011159516001,-11253.211159516002,580
-1550000,150000,1.7,10536.365251339916,-10534.665251339915,580
-1550000,160000,66.0,9880.374699097118,-9814.374699097118,580
-1550000,170000,49.0,9470.172336200156,-9421.172336200156,580
-1550000,180000,106.0,9187.985509696739,-9081.985509696739,580
-1550000,190000,400.8,8967.782325855018,-8566.982325855019,580
-1550000,200000,422.2,8743.955048479767,-8321.755048479767,580
-1550000,210000,610.0,8590.418311351077,-7980.418311351077,580
-1550000,220000,605.0,8469.408202091512,-7864.408202091512,580
-1550000,230000,125.1,8385.161128467162,-8260.061128467161,580
-1550000,240000,83.1,8329.708776907291,-8246.608776907291,580
-1540000,40000,87.1,9156.204202400797,-9069.104202400797,580
-1540000,50000,342.8,8835.080123156984,-8492.280123156985,580
-1540000,60000,270.6,8825.060535608965,-8554.460535608965,580
-1540000,70000,1181.2,9144.249649703945,-7963.049649703945,580
-1540000,80000,949.0,9874.222480619082,-8925.222480619082,580
-1540000,90000,172.0,10715.154110578675,-10543.154110578675,580
-1540000,100000,341.0,11423.239818266846,-11082.239818266846,580
-1540000,110000,26.2,11826.81948551847,-11800.61948551847,580
-1540000,120000,2.4,11868.502555976242,-11866.102555976242,580
-1540000,150000,1.4,10470.435307604806,-10469.035307604807,580
-1540000,160000,10.6,9923.862915745212,-9913.262915745212,580
-1540000,170000,90.0,9575.60260638598,-9485.60260638598,580
-1540000,180000,201.0,9319.337104360138,-9118.337104360138,580
-1540000,190000,214.7,9110.030234172169,-8895.330234172168,580
-1540000,200000,189.9,8972.661366786153,-8782.761366786153,580
-1540000,210000,377.0,8902.944914457956,-8525.944914457956,580
-1540000,220000,719.3,8708.810524921344,-7989.510524921344,580
-1540000,230000,173.6,8556.602649495133,-8383.002649495133,580
-1540000,240000,5.0,8470.97912038086,-8465.97912038086,580
-1530000,50000,577.4,8848.513225182149,-8271.11322518215,580
-1530000,60000,481.3,8791.852312212579,-8310.55231221258,580
-1530000,70000,1170.7,9026.8404396728,-7856.1404396728,580
-1530000,80000,412.9,9695.868606931197,-9282.968606931197,580
-1530000,90000,274.5,10615.003770567035,-10340.503770567035,580
-1530000,100000,156.3,11449.125302965851,-11292.825302965852,580
-1530000,110000,1.9,11949.336983658346,-11947.436983658346,580
-1530000,130000,2.0,11547.116254155702,-11545.116254155702,580
-1530000,150000,91.0,10428.64108199038,-10337.64108199038,580
-1530000,160000,279.3,9959.596031896332,-9680.296031896332,580
-1530000,170000,178.2,9618.033319423423,-9439.833319423422,580
-1530000,180000,88.9,9358.042882478609,-9269.142882478609,580
-1530000,190000,84.3,9162.94738214777,-9078.64738214777,580
-1530000,200000,268.0,9058.680594155578,-8790.680594155578,580
-1530000,210000,713.0,8997.00395290459,-8284.00395290459,580
-1530000,220000,725.0,8900.13600548675,-8175.136005486749,580
-1530000,230000,285.0,8722.974123519341,-8437.974123519341,580
-1530000,240000,5.6,8621.409245488465,-8615.809245488465,580
-1520000,50000,258.3,8878.438154453279,-8620.13815445328,580
-1520000,60000,328.9,8772.801665275812,-8443.901665275813,580
-1520000,70000,782.6,8941.527603172757,-8158.927603172757,580
-1520000,80000,180.9,9591.664930800745,-9410.764930800746,580
-1520000,90000,164.0,10652.823046662796,-10488.823046662796,580
-1520000,100000,177.6,11696.435122885894,-11518.835122885894,580
-1520000,130000,377.8,11593.609167772891,-11215.809167772892,580
-1520000,160000,155.7,9892.639008506649,-9736.939008506648,580
-1520000,170000,345.9,9572.621714039695,-9226.721714039695,580
-1520000,180000,287.0,9324.01566078041,-9037.01566078041,580
-1520000,190000,146.7,9150.05100905714,-9003.35100905714,580
-1520000,200000,939.5,9068.90884866481,-8129.408848664811,580
-1520000,210000,722.0,9031.493936538878,-8309.493936538878,580
-1520000,220000,752.0,8968.224096497053,-8216.224096497053,580
-1520000,230000,392.7,8815.17200090969,-8422.472000909689,580
-1510000,50000,135.4,8952.329088847506,-8816.929088847506,580
-1510000,60000,352.2,8766.947743572382,-8414.747743572381,580
-1510000,70000,106.4,8907.415664389751,-8801.015664389752,580
-1510000,80000,138.6,9552.392724815483,-9413.792724815483,580
-1510000,90000,18.5,10733.37673425507,-10714.87673425507,580
-1510000,160000,169.7,9707.946006574974,-9538.246006574973,580
-1510000,170000,328.0,9416.579620540317,-9088.579620540317,580
-1510000,180000,275.0,9200.201813860016,-8925.201813860016,580
-1510000,190000,235.0,9072.289498191374,-8837.289498191374,580
-1510000,200000,743.0,9023.859570080305,-8280.859570080305,580
-1510000,210000,668.0,8993.7579234728,-8325.7579234728,580
-1510000,220000,136.0,8916.407013422957,-8780.407013422957,580
-1510000,230000,88.7,8780.453643625906,-8691.753643625905,580
-1500000,50000,107.3,9141.464782440657,-9034.164782440657,580
-1500000,60000,153.4,8847.133993050742,-8693.733993050742,580
-1500000,70000,1.0,8955.740921759927,-8954.740921759927,580
-1500000,90000,61.9,10711.578955870435,-10649.678955870435,580
-1500000,140000,164.2,10539.439087947369,-10375.239087947368,580
-1500000,160000,26.8,9433.505567821732,-9406.705567821733,580
-1500000,170000,270.0,9163.979143469864,-8893.979143469864,580
-1500000,180000,132.3,8994.098292397573,-8861.798292397574,580
-1500000,190000,276.0,8862.533951468487,-8586.533951468487,580
-1500000,200000,767.0,8861.191279500013,-8094.1912795000135,580
-1500000,210000,547.0,8760.726962969153,-8213.726962969153,580
-1500000,220000,58.0,8666.60148165212,-8608.60148165212,580
-1500000,230000,8.9,8611.131446149913,-8602.231446149914,580
-1490000,100000,32.8,11824.554095133171,-11791.754095133172,580
-1490000,140000,48.3,10368.401376808491,-10320.101376808492,580
-1490000,160000,27.6,9105.017421144037,-9077.417421144037,580
-1490000,170000,316.3,8821.540122939943,-8505.240122939944,580
-1490000,180000,309.0,8608.784866991746,-8299.784866991746,580
-1490000,190000,563.0,8438.233657573111,-7875.2336575731115,580
-1490000,200000,1040.0,8328.29206596887,-7288.29206596887,580
-1490000,210000,566.0,8303.177404253089,-7737.177404253089,580
-1490000,220000,535.0,8259.665745661085,-7724.665745661085,580
-1490000,230000,207.0,8343.562013307383,-8136.562013307383,580
-1480000,90000,284.0,10352.312429393693,-10068.312429393693,580
-1480000,100000,3.0,11533.304751674474,-11530.304751674474,580
-1480000,150000,2.6,9304.938781715226,-9302.338781715225,580
-1480000,160000,79.5,8814.214985933744,-8734.714985933744,580
-1480000,170000,471.3,8482.431358238879,-8011.131358238878,580
-1480000,180000,133.4,8198.07898169872,-8064.67898169872,580
-1480000,190000,306.8,8038.095621991069,-7731.295621991068,580
-1480000,200000,783.1,7938.261157143715,-7155.161157143714,580
-1480000,210000,1238.0,7937.035087928088,-6699.035087928088,580
-1480000,220000,1032.9,7964.696631579666,-6931.796631579666,580
-1480000,230000,361.7,8076.859888714964,-7715.159888714964,580
-1470000,90000,51.7,10259.615840524244,-10207.915840524243,580
-1470000,100000,128.0,11262.18634786497,-11134.18634786497,580
-1470000,110000,225.0,12441.884790412056,-12216.884790412056,580
-1470000,150000,7.0,9276.941692510381,-9269.941692510381,580
-1470000,160000,52.3,8656.782175107486,-8604.482175107487,580
-1470000,170000,217.4,8231.455090080695,-8014.055090080696,580
-1470000,180000,534.0,7978.770341777647,-7444.770341777647,580
-1470000,190000,720.0,7856.2426668816815,-7136.2426668816815,580
-1470000,200000,639.9,7766.582707441995,-7126.682707441995,580
-1470000,210000,394.7,7763.001516272339,-7368.3015162723395,580
-1470000,220000,303.0,7844.731485147554,-7541.731485147554,580
-1470000,230000,175.3,8055.599653280009,-7880.299653280009,580
-1470000,240000,329.9,8509.537307376548,-8179.637307376548,580
-1460000,50000,38.3,10824.149557548413,-10785.849557548414,580
-1460000,140000,11.4,10374.22265852709,-10362.82265852709,580
-1460000,150000,27.6,9239.218185551425,-9211.618185551424,580
-1460000,160000,60.7,8570.622979517322,-8509.922979517321,580
-1460000,170000,283.0,8104.195805886928,-7821.195805886928,580
-1460000,180000,450.0,7854.426636528959,-7404.426636528959,580
-1460000,190000,853.2,7735.127533759518,-6881.927533759518,580
-1460000,200000,408.7,7675.979772514074,-7267.2797725140745,580
-1460000,210000,178.3,7682.931659005805,-7504.631659005805,580
-1460000,220000,362.3,7817.173401566665,-7454.873401566665,580
-1460000,230000,270.2,8165.618758988446,-7895.418758988446,580
-1450000,40000,12.2,11618.416300855944,-11606.216300855944,580
-1450000,50000,18.5,11001.263857229938,-10982.763857229938,580
-1450000,60000,3.3,10516.09897913654,-10512.79897913654,580
-1450000,70000,30.2,10196.914045471956,-10166.714045471956,580
-1450000,90000,47.0,10472.354207525648,-10425.354207525648,580
-1450000,120000,53.4,12735.939558123742,-12682.539558123743,580
-1450000,130000,8.3,11757.339063575617,-11749.039063575618,580
-1450000,140000,91.5,10516.300866040496,-10424.800866040496,580
-1450000,150000,59.8,9393.00721677719,-9333.207216777191,580
-1450000,160000,76.6,8590.590762988679,-8513.990762988678,580
-1450000,170000,240.3,8049.944613353093,-7809.644613353093,580
-1450000,180000,649.0,7773.620800857977,-7124.620800857977,580
-1450000,190000,572.5,7640.248326567841,-7067.748326567841,580
-1450000,200000,154.1,7617.324999227606,-7463.224999227606,580
-1450000,210000,352.9,7675.477187474358,-7322.577187474359,580
-1450000,220000,85.8,7888.090526321481,-7802.290526321481,580
-1450000,230000,171.3,8367.478639375651,-8196.178639375652,580
-1440000,40000,126.0,11710.34685744201,-11584.34685744201,580
-1440000,50000,322.0,11134.268864975847,-10812.268864975847,580
-1440000,60000,286.0,10703.468421993783,-10417.468421993783,580
-1440000,70000,190.4,10478.31427456238,-10287.914274562381,580
-1440000,80000,3.4,10516.165963755493,-10512.765963755493,580
-1440000,90000,72.2,10924.22115127075,-10852.02115127075,580
-1440000,130000,131.4,11855.36885932275,-11723.968859322751,580
-1440000,140000,88.3,10713.166401848803,-10624.866401848803,580
-1440000,150000,121.8,9583.128790700108,-9461.328790700109,580
-1440000,160000,341.0,8712.869991071537,-8371.869991071537,580
-1440000,170000,70.4,8131.237436855871,-8060.837436855872,580
-1440000,180000,264.0,7780.205515407472,-7516.205515407472,580
-1440000,190000,173.6,7626.8747147988,-7453.274714798799,580
-1440000,200000,193.0,7619.010572382332,-7426.010572382332,580
-1440000,210000,386.4,7719.031157554828,-7332.631157554828,580
-1440000,220000,113.9,7984.628352063853,-7870.728352063853,580
-1440000,230000,63.9,8574.095004809802,-8510.195004809802,580
-1430000,10000,7.9,13361.349128638629,-13353.44912863863,580
-1430000,20000,224.1,13009.364454588991,-12785.26445458899,580
-1430000,30000,186.9,12465.370321351244,-12278.470321351244,580
-1430000,40000,250.0,11869.082111586984,-11619.082111586984,580
-1430000,50000,219.0,11313.198471759564,-11094.198471759564,580
-1430000,60000,192.3,10875.429394637482,-10683.129394637483,580
-1430000,70000,96.0,10744.985748888972,-10648.985748888972,580
-1430000,80000,182.2,10867.389650545458,-10685.189650545457,580
-1430000,90000,267.6,11289.576056950118,-11021.976056950118,580
-1430000,130000,176.1,11847.380781055517,-11671.280781055517,580
-1430000,140000,408.3,10822.759691991085,-10414.459691991085,580
-1430000,150000,154.4,9790.060154185607,-9635.660154185607,580
-1430000,160000,308.4,8901.232207625597,-8592.832207625597,580
-1430000,170000,232.0,8247.707071284543,-8015.707071284543,580
-1430000,180000,85.3,7841.599274384206,-7756.299274384206,580
-1430000,190000,374.0,7655.361392718252,-7281.361392718252,580
-1430000,200000,422.0,7649.4123667763,-7227.4123667763,580
-1430000,210000,617.1,7776.286206251713,-7159.186206251713,580
-1430000,220000,232.0,8058.892660724995,-7826.892660724995,580
-1430000,230000,145.0,8762.404611598753,-8617.404611598753,580
-1420000,0,21.9,13805.387552861084,-13783.487552861085,580
-1420000,10000,346.1,13468.916569616107,-13122.816569616107,580
-1420000,20000,218.8,13130.064589635505,-12911.264589635506,580
-1420000,30000,119.3,12750.445307239832,-12631.145307239833,580
-1420000,40000,350.3,12301.005320652586,-11950.705320652587,580
-1420000,50000,684.0,11716.121060766796,-11032.121060766796,580
-1420000,60000,501.3,11172.358116421276,-10671.058116421276,580
-1420000,70000,603.0,11034.371509472716,-10431.371509472716,580
-1420000,80000,34.5,11296.17490278175,-11261.67490278175,580
-1420000,90000,312.7,11874.563279557655,-11561.863279557654,580
-1420000,100000,10.8,12649.814062445841,-12639.014062445842,580
-1420000,130000,3.5,11729.46720324556,-11725.96720324556,580
-1420000,140000,428.7,10784.043228063212,-10355.343228063211,580
-1420000,150000,215.4,9864.82646588466,-9649.42646588466,580
-1420000,160000,515.0,8992.479247331958,-8477.479247331958,580
-1420000,170000,326.0,8344.281528863537,-8018.2815288635375,580
-1420000,180000,199.0,7920.201079082859,-7721.201079082859,580
-1420000,190000,48.0,7726.219620413035,-7678.219620413035,580
-1420000,200000,48.0,7712.264517663206,-7664.264517663206,580
-1420000,210000,298.5,7844.609721554588,-7546.109721554588,580
-1420000,220000,57.6,8183.863161389267,-8126.263161389266,580
-1420000,230000,57.2,8830.91222090885,-8773.712220908848,580
-1410000,0,240.3,14054.818563719944,-13814.518563719945,580
-1410000,10000,389.0,13713.443936761803,-13324.443936761803,580
-1410000,20000,524.3,13456.937701738285,-12932.637701738286,580
-1410000,30000,315.1,13196.190882343184,-12881.090882343184,580
-1410000,40000,622.7,12832.182087180796,-12209.482087180795,580
-1410000,50000,766.5,12186.463162517352,-11419.963162517352,580
-1410000,60000,981.8,11370.121681672967,-10388.321681672967,580
-1410000,70000,642.0,11174.267443226883,-10532.267443226883,580
-1410000,80000,385.8,11668.280798955946,-11282.480798955947,580
-1410000,90000,605.7,12343.937524279163,-11738.237524279162,580
-1410000,100000,46.7,12912.837208504672,-12866.137208504671,580
-1410000,110000,3.5,12932.111954819558,-12928.611954819558,580
-1410000,130000,5.1,11538.160757010932,-11533.060757010931,580
-1410000,140000,275.9,10665.265255036957,-10389.365255036957,580
-1410000,150000,158.1,9815.096167717931,-9656.99616771793,580
-1410000,160000,504.8,9038.863301360492,-8534.063301360493,580
-1410000,170000,374.0,8460.273661471509,-8086.273661471509,580
-1410000,180000,249.0,8069.365498622758,-7820.365498622758,580
-1410000,190000,38.2,7868.595570197325,-7830.3955701973255,580
-1410000,200000,221.0,7828.6031192930395,-7607.6031192930395,580
-1410000,210000,597.0,7948.764970944072,-7351.764970944072,580
-1410000,220000,154.4,8299.609015540942,-8145.209015540942,580
-1410000,230000,150.0,8849.37125661327,-8699.37125661327,580
-1400000,0,13.3,14514.675432539494,-14501.375432539495,580
-1400000,10000,366.0,14089.466747862634,-13723.466747862634,580
-1400000,20000,725.8,13860.725097884146,-13134.925097884146,580
-1400000,30000,406.9,13693.218656107163,-13286.318656107163,580
-1400000,40000,325.2,13139.511345795887,-12814.311345795886,580
-1400000,50000,569.4,12269.54143403047,-11700.141434030471,580
-1400000,60000,692.7,11414.852031663679,-10722.152031663678,580
-1400000,70000,897.0,11228.27519003071,-10331.27519003071,580
-1400000,80000,144.4,11795.523798844319,-11651.123798844319,580
-1400000,90000,376.3,12379.194576546452,-12002.894576546452,580
-1400000,100000,103.0,12819.138919683774,-12716.138919683774,580
-1400000,110000,14.5,12601.48770281917,-12586.98770281917,580
-1400000,120000,10.4,11991.631161298908,-11981.231161298909,580
-1400000,130000,18.7,11225.274217456135,-11206.574217456135,580
-1400000,140000,442.9,10480.157118759716,-10037.257118759717,580
-1400000,150000,281.9,9789.683458860787,-9507.783458860788,580
-1400000,160000,257.7,9149.285143290366,-8891.585143290366,580
-1400000,170000,264.0,8660.531990527494,-8396.531990527494,580
-1400000,180000,455.0,8314.908360199028,-7859.908360199028,580
-1400000,190000,176.0,8098.74182850009,-7922.74182850009,580
-1400000,200000,37.0,8017.353237781929,-7980.353237781929,580
-1400000,230000,169.0,8860.01453623295,-8691.01453623295,580
-1390000,0,151.4,15173.500981774852,-15022.100981774853,580
-1390000,10000,124.6,14722.403400883653,-14597.803400883653,580
-1390000,20000,135.9,14455.973821730366,-14320.073821730366,580
-1390000,30000,137.0,14208.103055794152,-14071.103055794152,580
-1390000,40000,217.6,13386.353351640733,-13168.753351640733,580
-1390000,50000,694.3,12196.432744644413,-11502.132744644414,580
-1390000,60000,625.5,11290.21954337006,-10664.71954337006,580
-1390000,70000,758.0,11282.681263826134,-10524.681263826134,580
-1390000,80000,103.3,11841.118028354122,-11737.818028354122,580
-1390000,90000,963.3,12165.390471951046,-11202.090471951047,580
-1390000,100000,172.5,12322.667098257814,-12150.167098257814,580
-1390000,110000,127.7,12093.997589032948,-11966.297589032947,580
-1390000,120000,1.9,11492.651721282286,-11490.751721282286,580
-1390000,130000,3.6,10836.569554809177,-10832.969554809177,580
-1390000,140000,195.6,10284.941842030405,-10089.341842030404,580
-1390000,150000,258.6,9782.73698355126,-9524.13698355126,580
-1390000,160000,158.8,9319.892618592738,-9161.092618592738,580
-1390000,170000,186.6,8929.543619810773,-8742.943619810772,580
-1390000,180000,269.0,8643.246005963041,-8374.246005963041,580
-1390000,190000,575.0,8414.61075497348,-7839.610754973481,580
-1390000,200000,102.9,8252.661802122038,-8149.761802122039,580
-1390000,210000,257.4,8249.986129419833,-7992.586129419833,580
-1380000,10000,57.1,15883.836057434824,-15826.736057434824,580
-1380000,20000,404.0,15535.143394902212,-15131.143394902212,580
-1380000,30000,147.2,15065.93487936861,-14918.734879368609,580
-1380000,40000,852.5,13918.3124102049,-13065.8124102049,580
-1380000,50000,841.0,12347.778555702405,-11506.778555702405,580
-1380000,60000,888.1,11307.513634986697,-10419.413634986697,580
-1380000,70000,821.9,11110.589749379447,-10288.689749379448,580
-1380000,80000,360.2,11448.095362538972,-11087.895362538971,580
-1380000,90000,121.6,11731.704190448685,-11610.104190448685,580
-1380000,100000,53.0,11767.856151708449,-11714.856151708449,580
-1380000,110000,68.3,11486.438935584516,-11418.138935584517,580
-1380000,120000,165.9,11048.615389686058,-10882.715389686058,580
-1380000,130000,44.1,10557.58678426312,-10513.48678426312,580
-1380000,140000,290.9,10126.839424647993,-9835.939424647993,580
-1380000,150000,328.5,9804.885521264207,-9476.385521264207,580
-1380000,160000,757.0,9476.399909349773,-8719.399909349773,580
-1380000,170000,391.0,9131.731484228801,-8740.731484228801,580
-1380000,180000,270.0,8912.646813113395,-8642.646813113395,580
-1380000,190000,537.0,8670.213334261862,-8133.213334261862,580
-1380000,200000,112.6,8441.790487712453,-8329.190487712453,580
-1370000,20000,42.5,17145.944620618913,-17103.444620618913,580
-1370000,30000,611.3,16348.446753382152,-15737.146753382152,580
-1370000,40000,558.0,14593.450460879696,-14035.450460879696,580
-1370000,50000,506.2,12635.9974309268,-12129.7974309268,580
-1370000,60000,1299.1,11366.35012454332,-10067.25012454332,580
-1370000,70000,1344.1,11042.608595386095,-9698.508595386094,580
-1370000,80000,565.1,11093.297789839888,-10528.197789839887,580
-1370000,90000,612.0,11236.570917544981,-10624.570917544981,580
-1370000,100000,232.9,11225.215275083196,-10992.315275083196,580
-1370000,110000,76.5,11027.71377762067,-10951.21377762067,580
-1370000,120000,31.5,10755.29272883557,-10723.79272883557,580
-1370000,130000,19.7,10349.598211956774,-10329.898211956774,580
-1370000,140000,12.2,10048.957495683258,-10036.757495683258,580
-1370000,150000,43.3,9819.374110553252,-9776.074110553252,580
-1370000,160000,381.6,9549.539608180936,-9167.939608180935,580
-1370000,170000,421.2,9270.771015824712,-8849.571015824711,580
-1370000,180000,650.0,9030.50900302633,-8380.50900302633,580
-1370000,190000,432.2,8814.751472476428,-8382.551472476427,580
-1360000,30000,187.6,17343.584766346554,-17155.984766346555,580
-1360000,40000,906.3,15124.673147827867,-14218.373147827868,580
-1360000,50000,406.9,12989.064513507463,-12582.164513507463,580
-1360000,60000,1059.5,11522.182706706748,-10462.682706706748,580
-1360000,70000,762.6,11020.05292855856,-10257.45292855856,580
-1360000,80000,562.4,10958.674095342341,-10396.274095342342,580
-1360000,90000,447.5,11016.804145095399,-10569.304145095399,580
-1360000,100000,490.2,11033.040395193299,-10542.840395193298,580
-1360000,110000,546.3,10931.790639496367,-10385.490639496367,580
-1360000,120000,234.5,10680.372709977226,-10445.872709977226,580
-1360000,130000,226.0,10284.399428670657,-10058.399428670657,580
-1360000,140000,341.9,10019.680182153432,-9677.780182153432,580
-1360000,150000,191.1,9780.106113539001,-9589.006113539,580
-1360000,160000,404.1,9522.644654331907,-9118.544654331907,580
-1360000,170000,724.3,9267.746700017804,-8543.446700017805,580
-1360000,180000,781.0,9056.978936604377,-8275.978936604377,580
-1360000,190000,603.7,8937.901570927488,-8334.201570927487,580
-1350000,40000,238.4,15341.555479645578,-15103.155479645578,580
-1350000,50000,521.0,13275.97294167994,-12754.97294167994,580
-1350000,60000,970.0,11909.392644731864,-10939.392644731864,580
-1350000,70000,1109.0,11233.192425411544,-10124.192425411544,580
-1350000,80000,678.0,11151.030739381855,-10473.030739381855,580
-1350000,90000,608.0,11115.538235876864,-10507.538235876864,580
-1350000,100000,205.9,11088.774440841802,-10882.874440841802,580
-1350000,110000,257.6,11029.82259853952,-10772.22259853952,580
-1350000,120000,170.7,10761.319902316565,-10590.619902316565,580
-1350000,130000,474.1,10327.574634836867,-9853.474634836866,580
-1350000,140000,208.2,9971.30543436069,-9763.105434360688,580
-1350000,150000,87.4,9723.144702571382,-9635.744702571383,580
-1350000,160000,85.5,9517.470230951916,-9431.970230951916,580
-1350000,170000,817.8,9363.08946926843,-8545.289469268431,580
-1350000,180000,477.0,9277.478567947248,-8800.478567947248,580
-1350000,190000,542.8,9181.820035595785,-8639.020035595786,580
-1350000,200000,256.4,8957.213783572803,-8700.813783572803,580
-1340000,50000,49.3,13719.520237411285,-13670.220237411286,580
-1340000,60000,302.2,12523.755404383823,-12221.555404383822,580
-1340000,70000,214.0,11882.37492492552,-11668.37492492552,580
-1340000,80000,633.0,11676.791611536266,-11043.791611536266,580
-1340000,90000,481.3,11513.160832824005,-11031.860832824006,580
-1340000,100000,363.7,11380.184813020887,-11016.484813020887,580
-1340000,110000,165.0,11250.017362429624,-11085.017362429624,580
-1340000,120000,242.8,10902.974714614496,-10660.174714614497,580
-1340000,130000,370.2,10374.728155528488,-10004.528155528487,580
-1340000,140000,228.9,9961.30218824253,-9732.40218824253,580
-1340000,150000,103.7,9716.561764257956,-9612.861764257956,580
-1340000,160000,85.0,9598.638608961233,-9513.638608961233,580
-1340000,170000,85.0,9612.998542928362,-9527.998542928362,580
-1340000,180000,118.3,9656.331039777668,-9538.031039777668,580
-1340000,190000,454.0,9569.33247202962,-9115.33247202962,580
-1340000,200000,566.3,9232.312593704595,-8666.012593704596,580
-1330000,60000,222.5,13202.007603000311,-12979.507603000311,580
-1330000,70000,367.0,12665.947550828643,-12298.947550828643,580
-1330000,80000,331.4,12402.80877238985,-12071.40877238985,580
-1330000,90000,568.4,12158.68815392251,-11590.28815392251,580
-1330000,100000,586.8,11934.568915292512,-11347.768915292512,580
-1330000,110000,474.1,11718.582347321575,-11244.482347321575,580
-1330000,120000,219.2,11284.045765006695,-11064.845765006694,580
-1330000,130000,193.9,10691.76572562065,-10497.86572562065,580
-1330000,140000,174.9,10175.510699730099,-10000.6106997301,580
-1330000,150000,110.2,9872.064928991189,-9761.864928991188,580
-1330000,160000,86.8,9817.739205833406,-9730.939205833407,580
-1330000,170000,85.0,9956.832972215961,-9871.832972215961,580
-1330000,180000,85.0,10057.241903850374,-9972.241903850374,580
-1330000,190000,242.0,9965.996380413277,-9723.996380413277,580
-1330000,200000,459.0,9561.36774641888,-9102.36774641888,580
-1330000,210000,175.4,8946.03857675185,-8770.63857675185,580
-1320000,60000,149.4,14073.045406033161,-13923.645406033162,580
-1320000,70000,110.1,13472.284798688072,-13362.184798688071,580
-1320000,80000,118.8,13134.926960816814,-13016.126960816815,580
-1320000,90000,228.4,12809.940297269843,-12581.540297269843,580
-1320000,100000,40.2,12578.197409553433,-12537.997409553433,580
-1320000,110000,371.1,12332.5680946844,-11961.4680946844,580
-1320000,120000,231.0,11852.690784704391,-11621.690784704391,580
-1320000,130000,261.0,11220.480694893484,-10959.480694893484,580
-1320000,140000,230.6,10600.65807718998,-10370.05807718998,580
-1320000,150000,158.8,10213.084639524777,-10054.284639524778,580
-1320000,160000,102.9,10148.173083391617,-10045.273083391618,580
-1320000,170000,83.7,10280.633077856883,-10196.933077856882,580
-1320000,180000,83.7,10430.616667840603,-10346.916667840602,580
-1320000,190000,85.0,10389.618655961038,-10304.618655961038,580
-1320000,200000,397.1,9989.080411844374,-9591.980411844374,580
