Ser,keido,ido,Region (hydrogeologic-geologic),Prefectures,Prefecture_EN,Municipality,Municipality_EN,Place_Name,Onsen_Name,Kosen_Name,Place_Name_EN,Place_Simple_Name_EN,Well_Name,Well_Name_EN,Well_Depth,Simplified_rock_category,Rock_age_EN,Litho_EN,Geol_unit_code,Temp_avail,Disch_avail,Temp,Discharge,Flow_type,Flow_type_EN,Source_type,P (pumped),F (artesian),S (spring - natural),X (unknown source),Water quality sample date,pH,RpH,比重,TSM,H,Li,Na,K,NH4,Ca,Mg,TFe,Fe2+,Fe3+,Mn,Al,F,Cl,HS,SO4,HSO4,S2O3,HCO3,CO3,Br,I,OH,NO3,PO4,HPO4,H2PO4,H3PO4,AsO2,BO2,B,HSiO3,SiO3,SiO2,HAsO2,H2SiO3,HBO2,CO2,H2S,Sr,Ba,Cu,Hg,Pb,Zn,Cd,Cr,As,Ni,Rb,Cs,S,unit,Rn,Rn_unit,Spring_quality,Source,GeolMap,Map_No,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,h,x,y
5133,137.5522857,36.19652983,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,平湯館,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,63.3,,F,Artesian,well,,F,,,1966.2.23,6.6,6.8,,879.1,,,205.2,30.03,,54.8,12.55,,3.653,,0.606,0.24,0.801,189.5,,26.4,,,469,0.12,,,,,,,,0.363,,,,,,25.888,0.011,,33.119,282,0.793,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-27,,,,,,,,,,,,,1221.3,-1175832.61,236296.0227
5134,137.553061,36.19626133,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,養魚園,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,59.4,,,,well,,,,,1980.7.30,6.2,,,,,0.995,173.0,25.1,,57.4,14.2,2.84,2.7,,0.53,,0.63,191,,162,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg/l,,,,R:10-07,10金沢,12,,,,,,,,,,,,,1227.3,-1175765.514,236254.5415
5135,137.5531685,36.1956755,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,たからの湯,,165.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,92.5,180.0,F,Artesian,well,,F,,,1964.10.14,8.2,8.0,,1590.0,,,462.6,71.02,5.7170000000000005,2.711,3.701,,0.03,,,,3.001,480.5,,71.04,,,425.1,4.003,,,0.031,,,,,,,,,,,262.096,0.039,,39.976,6.439,6.565,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-28,,,,,,,,,,,,,1231.2,-1175766.987,236192.1882
5138,137.553212,36.19480317,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,,,143.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,95.0,58.0,F,Artesian,well,,F,,,1961.6.16,8.0,8.6,,1800.0,,,540.2,84.03,1.4169999999999998,4.246,6.956,,,,,,2.001,380.4,,72.16,,,840.29,5.158,,,0.017,,,,,,,,,,,76.768,0.216,,26.36,20.2,13.864,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-30,,,,,,,,,,,,,1247.8,-1175780.061,236101.413
5139,137.5518242,36.1945235,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,子宝湯,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,46.0,,F,Artesian,well,,F,,,1954.10.14,6.2,6.45,,695.6,,,72.11,3.156,,65.06,24.92,,1.924,,1.021,0.2,,159.8,,13.59,,,234.9,,,,,,,,,,,,,,,95.932,,,,572,,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-29,,,,,,,,,,,,,1244.8,-1175915.102,236097.2236
5140,137.5559283,36.193185,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,天長の湯,,72.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,96.0,120.0,,,well,,,,,1960.6.28,8.5,8.5,,1677.0,,,500.2,104,,3.684,1.49,,0.03,,,,1.125,583.9,,65.37,,,358.9,6.643,,,0.054000000000000006,,,,,1.93,,,,,,77.834,,,45.539,2.759,9.115,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-32,,,,,,,,,,,,,1282.5,-1175558.279,235886.1902
5141,137.5523662,36.19315067,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,平湯館新子宝の湯,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,60.6,400.0,,,well,,,,,2004.1.20,6.3,6.27,0.9992,849.0,,0.9,167.7,21.2,0.04,94.6,24.8,,1.8,,0.7,,0.8,148.4,,69.1,,,550.5,,0.4,0.3,,,,,0.3,,,,,,,,,80.9,11.9,410.6,0.04,1,,,,,,,,0.001,,,,,mg/kg,,,ナトリウム・カルシウム・炭酸水素塩・塩化物温泉,R:10-06,10金沢,W-3,,,,,,,,,,,,,1248.6,-1175891.476,235945.9506
5142,137.5523798,36.19313467,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,平湯館蓬莱の湯,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,80.9,120.0,,,well,,,,,1974.9.24,8.0,7.8,0.9993,1144.0,,,305.5,38.84,3.062,3.532,8.166,,0.189,,0.096,,,285.8,,77.05,,,295,17.41,0.41,,0.017,,,,,,,1.4,,3.776,,,0.011,191.3,23.92,70.94,,,,,,,,,,,,,,,mg/kg,11.55,10^(-10)cu/kg,含食塩・重曹泉,R:10-06,10金沢,W-4,,,,,,,,,,,,,1248.6,-1175890.521,235944.0581
5143,137.5567033,36.192925,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,おばこ原,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,77.0,,F,Artesian,well,,F,,,1953.8.12,6.4,7.4,,930.3,,,180.7,5.865,,112.2,18.78,,1.145,,0.984,0.05,,137.4,,14.81,,,672.1,,,,0.022,,,,,1.737,,,,,,79.297,,,24.903,45.02,0.328,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-35,,,,,,,,,,,,,1291.5,-1175491.038,235845.5946
5144,137.555441,36.19284933,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,神の湯,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,46.3,,,,well,,,,,1980.7.30,7.2,,,,,0.7759999999999999,137.0,16,,83,17.7,0.35,,,1.16,,0.42,150,,139,,,490.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg/l,,,,R:10-07,10金沢,10,,,,,,,,,,,,,1277,-1175610.361,235860.2166
5145,137.5529335,36.192582,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,中村館白湯,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,51.0,,F,Artesian,well,,F,,,1954.10.14,6.4,6.5,,642.1,,,100.2,6.911,,63.57,18.75,,2.083,,,0.4,,152.6,,11.52,,,294.3,,,,,,,,,,,,,,,105.548,,,,313.8,,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-31,,,,,,,,,,,,,1254.3,-1175849.689,235877.1963
5147,137.552391,36.191728,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,山の湯,,61.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,75.2,380.0,P,Power (pumped),well,P,,,,1966.2.23,8.1,7.85,,1063.0,,,280.2,35,,58.93,15.05,,0.61,,0.27,0.065,1.12,259.1,,77.05,,,469.9,3.457,,,,,,,,0.084,,,,,,79.161,0.011,,0.232,9.04,0.027,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-36,,,,,,,,,,,,,1252.8,-1175917.108,235798.7288
5149,137.551506,36.19150517,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,家上の湯,,164.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,65.0,135.0,,,well,,,,,1964.6.17,7.3,7.75,,1402.0,0.001,,220.0,39,3.3480000000000003,136.3,45.98,,2.12,,,,,172.7,,174.8,,,788.2,2.424,,,0.003,,,,,,,,,,,155.01,,,16.478,93.7,0.513,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-37,,,,,,,,,,,,,1253.1,-1176004.102,235791.4694
5150,137.5528387,36.19097517,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,白猿の湯,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,67.5,,,,well,,,,,1980.7.30,7.2,,,,,2.06,291.0,38.1,,3.3,2.96,0.21,,,0.02,,1.82,356,,195,,,221.4,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,0.01,,,,,mg/l,,,,R:10-07,10金沢,9,,,,,,,,,,,,,1277.5,-1175890.102,235713.1
5151,137.5525923,36.19096333,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,三井金属鉱業寮泉源,,100.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,53.5,9.5,,,well,,,,,1960.6.28,7.5,7.5,0.9995,1210.0,,,325.2,56.69,,40.94,17.39,,0.09,,0.391,,0.35,409.4,0.625,79.62,,,373.7,0.69,,,0.005,,,2.188,0.349,,,0.51,,0.424,,,,68.59,27.84,28.75,0.225,,,,,,,,,,,,,,mg/kg,,,含重曹・食塩泉,R:10-08,10金沢,9,,,,,,,,,,,,,1258.5,-1175913.337,235716.2579
5152,137.5515342,36.19064933,Sannin reg to HIda Mts,岐阜県,Gifu,吉城郡上宝村,,平湯温泉,平湯,,Hirayu onsen,Hirayu,ターミナルの湯,,107.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,64.6,300.0,,,well,,,,,1969.10.15,7.1,,,1523.0,,,230.0,34.75,1.402,163.1,75.88,,2.32,,0.26,0.049,0.21,168.6,,219.5,,,979.9,0.96,,,0.002,,,,,,,,,,,182.497,,,12.048,188.5,,,,,,,,,,,,,,,mg/kg,,,,R:10-21,10金沢,YKC-38,,,,,,,,,,,,,1258.3,-1176018.2820000001,235702.6693
5156,137.455695,36.17621083,Sannin reg to HIda Mts,岐阜県,Gifu,大野郡丹生川村,,銚子温泉,銚子,,,,,,230.0,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,22.8,112.0,F,Artesian,well,,F,,,1967.10.24,6.5,,0.9987,624.8,,,30.04,5.007,0.452,164.2,15.14,,0.29,,0.13,,,27.44,0.172,0.426,,,622.4,,,,,,,,,,,0.004,,,,,,33.19,3.054,470.5,0.62,,,,,,,,,,,,,,mg/kg,,,,R:10-08,10金沢,250,,,,,,,,,,,,,954,-1185249.757,235923.5488
5157,137.4539943,36.1756795,Sannin reg to HIda Mts,岐阜県,Gifu,大野郡丹生川村,,(丹生川村),,,,,,,,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,22.0,13.5,,,well,,,,,1957.2.6,6.4,6.6,0.9988,679.8,,,117.4,3.915,0.15,122,15.86,,4.037,,,,,23.04,0.132,,,,738.1,,,,,,,,,,,,,,,,,68.68,,241.7,0.204,,,,,,,,,,,,,,mg/kg,,,含土類・重曹泉,R:10-08,10金沢,32,,,,,,,,,,,,,946.2,-1185419.0359999998,235899.2194
5204,137.2501063,35.80901167,Sannin reg to HIda Mts,岐阜県,Gifu,下呂市,,下呂温泉,下呂,,Gero onsen,Gero,船坂泉源,,450.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,24.7,21.0,,,well,,,,,1968.6.19,9.1,,0.9984,116.2,,,31.05,0.489,,2.22,0.288,,0.3,,,,4.031,1.262,0.5489999999999999,3.8,,,57.64,4.255,,,0.221,,,0.157,,,0.053,,,6.165,0.015,,0.065,24.99,,0.11,0.003,,,,,,,,,,,,,,mg/kg,,,,R:10-08,10金沢,271,,,,,,,,,,,,,432.6,-1211815.807,201816.3682
4533,135.0146612,35.68934017,Sannin reg to HIda Mts,京都府,Kyoto,竹野郡網野町,,網野温泉,網野,,,,,,710.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,37.7,300.0,P,Power (pumped),well,P,,,,1977.11.4,9.2,9.21,,441.0,,,151.0,1.4,,3.4,0.1,,,0.1,,,2,151.3,0.8,72,,,48.4,12.5,,,0.3,,,,,,,0.8,,,,,,31.6,,,,,,,,,,,,,,,,,mg/kg,0.88,マッヘ,,R:KYT-1,10金沢,KYT_015,,,,,,,,,,,,,17.9,-1423732.9730000002,234074.0039
4534,135.1025322,35.7409085,Sannin reg to HIda Mts,京都府,Kyoto,竹野郡丹後町,,丹後温泉,丹後,,,,,,850.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,40.9,93.0,F,Artesian,well,,F,,,1977.9.1,8.08,8.36,,3041.0,,,798.9,11,0.2,189.8,3,,,0.7,,,3.9,150.2,,1911,,,44.7,,,,,,,,,,,,,,,,,39.8,2.2,,,,,,,,,,,,,,,,mg/kg,2.06,マッヘ,,R:KYT-1,10金沢,KYT_017,,,,,,,,,,,,,7,-1414319.634,237457.2641
4536,135.2832145,35.70340983,Sannin reg to HIda Mts,京都府,Kyoto,与謝郡伊根町,,伊根温泉,伊根,,,,第2源泉・奥橋立伊根温泉第2号源泉,,800.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,28.2,70.0,P,Power (pumped),well,P,,,,1973.3.21,9.3,8.2,,321.2,,,109.7,0.897,,1.999,0.849,,,,,,2.002,34.32,,20.17,,,174.3,20.51,,,0.34,,,,,,,4.0939999999999985,,5.849,0.023,,,14.87,3.502,0.211,,,,,,,,,,,,,,,mg/kg,,,,R:KYT-1,10金沢,KYT_019,,,,,,,,,,,,,7,-1398319.0080000001,229784.0113
4538,135.1541782,35.566261,Sannin reg to HIda Mts,京都府,Kyoto,与謝郡岩滝町,,岩滝鉱泉,,岩滝,,,岩滝鉱泉1号・松乃屋源泉,,6.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,13.0,,,,well,,,,,1960.9.13,6.9,7.1,,7122.0,,,1740.0,79.5,,124.3,250.5,,2.026,,0.755,0.125,,3182,2.214,411.7,,8.942,300.2,,,,,,,1.7,,,,,,,,,0.173,24.7,,36.08,3.284,,,,,,,,,,,,,,mg/kg,0.4,マッヘ,,R:KYT-1,10金沢,KYT_021,,,,,,,,,,,,,1.2,-1413571.561,218512.6864
4539,135.1596495,35.569426,Sannin reg to HIda Mts,京都府,Kyoto,与謝郡岩滝町,,岩滝鉱泉,,岩滝,,,岩滝鉱泉3号・喜楽源泉,,6.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,15.5,35.0,P,Power (pumped),well,P,,,,1962.10.2,7.1,7.35,,16490.0,,,3590.0,175,,182.3,485.3,,0.663,,,0.01,,6796,3.137,542.4,,36.44,381.5,,,,,,,0.103,,,,,,,,,0.007,7.019,,7.758,2.758,,,,,,,,,,,,,,mg/kg,2.15,マッヘ,,R:KYT-1,10金沢,KYT_022,,,,,,,,,,,,,1.7,-1412985.624,218719.04
4541,135.195975,35.53731733,Sannin reg to HIda Mts,京都府,Kyoto,宮津市,,宮津島崎鉱泉,,宮津島崎,,,ふみや観魚園鉱泉,,18.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,16.6,25.4,P,Power (pumped),well,P,,,,1976.6.22,9.1,,,27.01,,,7380.0,426,,310,1100,,,,0.03,,0.7,14600,6.2,850,,0.7,,,,,,,,8.7,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,mg/kg,0.3,マッヘ,,R:KYT-1,10金沢,KYT_024,,,,,,,,,,,,,1.4,-1410331.2769999998,214664.7793
4542,135.2770455,35.52146167,Sannin reg to HIda Mts,京都府,Kyoto,宮津市,,由良鉱泉,,由良,,,由良温泉,,188.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,12.5,,,,well,,,,,1955.5.19,7.9,,,16430.0,,,4951.0,477.6,,209,177.1,,7.562,,4.975,,,8123,,1039,,,105.8,0.48,,,0.014,,,,,,,,,1.048,,,,64.13,,3.305,,,,,,,,,,,,,,,mg/kg,12.21,マッヘ,,R:KYT-1,10金沢,KYT_025,,,,,,,,,,,,,4.9,-1403102.7419999999,211321.5556
4543,135.2811293,35.5195935,Sannin reg to HIda Mts,京都府,Kyoto,宮津市,,由良鉱泉,,由良,,,由良浜温泉,,54.5,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,16.8,30.0,P,Power (pumped),well,P,,,,1960.9.13,7.1,7.4,,7811.0,,,1950.0,62,,268.6,206.7,,3.506,,0.45,0.5,,3404,3.947,484.5,,16.22,593,,,,,,,4.35,,,,,,,,,0.086,33.79,,30.8,3.576,,,,,,,,,,,,,,mg/kg,3.04,マッヘ,,R:KYT-1,10金沢,KYT_026,,,,,,,,,,,,,7,-1402763.168,211044.1262
4544,135.29077,35.50662083,Sannin reg to HIda Mts,京都府,Kyoto,舞鶴市,,神崎鉱泉,,神崎,,,舞鶴温泉第3源泉,,55.5,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,16.6,45.0,F,Artesian,well,,F,,,1960.4.22,7.05,,,8886.0,,,1745.0,63.05,3.31,618.8,411.9,,3.85,,5.04,0.196,,4571,,386.1,,0.376,367.4,,,,,,,0.243,,,,,,,,,0.051,95.73,,24.22,,,,0.145,,,,,,,,,,,mg/kg,0.63,マッヘ,,R:KYT-1,10金沢,KYT_029,,,,,,,,,,,,,0.7,-1402159.1409999998,209514.6297
4547,137.8577692,37.02113933,Sannin reg to HIda Mts,新潟県,N?gata,糸魚川市,,(糸魚川市),,,,,ホテル糸魚川,,1300.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,99.2,815.0,F,Artesian,well,,F,,,1994.10.8,7.45,7.5,,18700.0,,3.57,4270.0,254,2.84,1780,6.6,0.76,,,0.53,0.08,3.57,9970,,207,,,38,,33.9,9.88,,,,,,,,,33.6,,,109.0,,,,37,0.04,19.1,,,,0.001,,,,0.126,,1.85,0.52,,mg/l,,,,R:10-15,10金沢,12,,,,,,,,,,,,,33.4,-1131472.146,316230.3331
4577,137.6298778,36.879271,Sannin reg to HIda Mts,富山県,Toyama,下新川郡朝日町,,小川温泉,小川,,,,,,0.0,sediments,Early Cretaceous,non-marine sedimentary rocks,K1sn,1,1,60.0,600.0,F,Artesian,well,,F,,,1957.2.8,7.0,,1.001,1028.6,,,326.73,20.33,,48.05,1.25,,0.04,,0.07,0.64,,382.86,,34.72,,,352.8,,,,,,,,,,,,,,,,,14.14,83.59,25.5,,,,,,,,,,,,,,,mg/kg,,,弱食塩泉,R:10-17,10金沢,28,,,,,,,,,,,,,249,-1155240.798,305477.9923
4629,137.0775132,36.57612383,Sannin reg to HIda Mts,富山県,Toyama,婦負郡山田村,,山田西温泉,山田西,,,,,,0.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,0,41.5,,F,Artesian,well,,F,,,1954.9.17,8.6,,1.001,2208.6,,,484.66,19.352,,271.7,5.484,,0.144,,,0.82,,1047.12,,271.82,,,17.08,1.2,,,2.38,,,,,,,,,,,,,,32.51,,,,,,,,,,,,,,,,mg/kg,,,,R:10-17,10金沢,57,,,,,,,,,,,,,189.8,-1212375.507,284033.6965
4630,137.0793408,36.577811,Sannin reg to HIda Mts,富山県,Toyama,婦負郡山田村,,山田温泉,山田,,,,,,,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,0,16.4,,,,well,,,,,1959.7.9,10.8,,,6844.0,,,2175.25,97.75,7.45,338.67,30.4,,1.88,,0.04,0.95,,4077.56,,1.38,,,4.88,25.38,,,12.55,,,0.03,,,,15.65,,,,,,,33.38,,,,,,,,,,,,,,,,mg/kg,,,,R:10-17,10金沢,60,,,,,,,,,,,,,134.9,-1212171.788,284174.3136
4631,137.0795433,36.57761883,Sannin reg to HIda Mts,富山県,Toyama,婦負郡山田村,,山田温泉,山田,,,,,,,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,0,0,,,,,well,,,,,1959.8.5,8.5,,,8010.0,,,1888.6,62.56,4.96,1018.03,21.89,,0.31,,0.14,2.15,2.3,4818.27,,5.84,,,24.4,,,,1.36,,,,,,,12.04,,4.08,,,,20.53,20.68,,,,,,,,,,,,,,,,mg/kg,,,,R:10-17,10金沢,61,,,,,,,,,,,,,140.4,-1212156.955,284150.7726
4632,137.0792602,36.57763017,Sannin reg to HIda Mts,富山県,Toyama,婦負郡山田村,,山田温泉,山田,,,,湯治部源泉,,0.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,1,43.0,115.0,F,Artesian,well,,F,,,1956.5.31,8.6,,1.0035,2642.8,,,537.21,37.04,,313.18,5.78,,0.02,,,0.89,,1207.53,,288.4,,,3.05,12,,,,,,,,,,,,,,,,7.05,30.42,,,,,,,,,,,,,,,,mg/kg,,,,R:10-17,10金沢,58,,,,,,,,,,,,,136.4,-1212182.9440000001,284157.1297
4633,137.07933,36.57764333,Sannin reg to HIda Mts,富山県,Toyama,婦負郡山田村,,山田温泉,山田,,,,新湯・旅館部源泉,,210.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,1,44.0,115.0,P,Power (pumped),well,P,,,,1956.5.31,8.6,,1.0035,2501.3,,,516.07,34.6,,308.96,5.06,,0.02,,,0.67,,1171.35,,278.28,,,7.68,8.42,,,,,,,,,,,,,,,,11.62,28.48,,,,,,,,,,,,,,,,mg/kg,,,含塩化土類弱食塩泉,R:10-17,10金沢,59,,,,,,,,,,,,,136.9,-1212176.211,284157.2089
4634,137.0801445,36.57898333,Sannin reg to HIda Mts,富山県,Toyama,婦負郡山田村,,今井の湯,,,,,,,390.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,1,26.3,9.0,,,well,,,,,1960.3.1,8.7,,1.0012,1710.0,,,401.8,17.06,2.699,177.1,10.07,,0.06,,0.024,0.95,1.6,821.2,0.569,161.7,,0.036000000000000004,11.48,0.678,,,0.085,,,,,,,7.604,,3.618,,,,12.98,18.32,0.026,0.007,,,,,,,,,,,,,,mg/kg,,,塩化土類弱食塩泉,R:10-17,10金沢,94,,,,,,,,,,,,,135.6,-1212073.418,284280.5669
4641,137.3943047,36.56588033,Sannin reg to HIda Mts,富山県,Toyama,上新川郡大山町,,真谷温泉,真谷,,,,,,280.0,sediments,Early Cretaceous,non-marine sedimentary rocks,K1sn,1,1,33.0,182.0,F,Artesian,well,,F,,,1964.7.30,9.6,10.15,1.0009,196.08,,,58.39,1.91,0.41,3.01,0.16,,0.51,,0.13,,6.5,6.01,2.8,20.96,,,50.62,14.94,,,0.68,0.75,,,,,,2.14,,25.75,0.25,,,0.36,26.09,0.03,0.01,,,0.18,,,,,,,,,,,mg/kg,,,単純硫化水素泉,R:10-17,10金沢,82,,,,,,,,,,,,,430.5,-1183223.637,277240.7245
4655,137.0943888,36.55246533,Sannin reg to HIda Mts,富山県,Toyama,婦負郡八尾町,,下の茗温泉,下の茗,,,,,,0.0,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,0,26.5,,F,Artesian,well,,F,,,1956.9.9,8.8,,1.0,329.6,,,68.416,3.258,,21.913,7.037,,0.09,,,0.31,,82.244,,91.229,,,14.6,9.6,,,,,,,,,,,,,,,,,29.52,,,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:10-17,10金沢,56,,,,,,,,,,,,,188,-1211294.773,281283.2555
4656,136.988438,36.52901283,Sannin reg to HIda Mts,富山県,Toyama,南砺市,,(利賀村),,,,,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,25.9,40.0,,,well,,,,,1971.10.25,9.8,9.8,1.001,139.2,,,50.0,0.85,,2.55,0.06,,0.44,,,0.5,1.05,5.27,0.82,16.91,,,51.68,19.06,,,1.07,,,,,,,,,20.53,0.25,,,,16.64,0.02,,,,0.02,,,,,,,,,,,mg/kg,,,単純温泉,R:10-17,10金沢,99,,,,,,,,,,,,,250,-1221593.092,280811.8059
4822,136.6405445,36.295256,Sannin reg to HIda Mts,石川県,Ishikawa,石川郡尾口村,,(尾口村),,,,,瀬戸丸山1号,,700.0,sediments,early Early Cretaceous,non-marine muddy alternating beds,K11nf,1,1,28.1,110.0,,,well,,,,,1982.11.12,,8.23,1.0002,2021.0,,0.2,533.0,4.6,,92.7,5.9,,1.2,,,,7.5,168,,952,,,186,15.1,0.1,0.1,,,,,,,,,,,,,,11.8,30.4,2.1,,,0.3,,,,,,,,,,,,mg/kg,,,芒硝泉,R:10-03,10金沢,36,,,,,,,,,,,,,299.7,-1258744.23,263246.4595
4846,136.62818,36.193209,Sannin reg to HIda Mts,石川県,Ishikawa,石川郡白峰村,,白峰温泉,白峰,,,,口の湯,,600.0,sediments,early Early Cretaceous,non-marine sandy alternating beds,K11nt,1,1,32.6,100.0,,,well,,,,,1978.6.14,,8.75,1.0,2084.0,,,962.1,14.55,,6.065,8.955,,0.08,0.66,,,4.5,34.75,0.073,37.04,,,2464,29.01,,,0.034,,,,,,,2.085,,1.3330000000000002,,,,33.75,17.82,29.69,0.003,,,,,,,,,,,,,,mg/kg,,,重曹泉,R:10-03,10金沢,42,,,,,,,,,,,,,470.9,-1262045.267,252980.0915
4847,136.6290128,36.1938605,Sannin reg to HIda Mts,石川県,Ishikawa,石川郡白峰村,,桑島温泉,桑島,,,,桑島2号,,600.0,sediments,early Early Cretaceous,non-marine sandy alternating beds,K11nt,1,1,18.3,37.8,,,well,,,,,1976.9.30,,7.86,1.0025,2040.0,,,1174.0,26.55,,25.51,21.18,,7.382,,,,2.743,541.1,,39.4,,,2140,5.16,,,0.006999999999999999,,,,,,,1.109,,0.447,,,,55.31,46.33,126,,,,,,,,,,,,,,,mg/kg,,,含食塩重曹泉,R:10-03,10金沢,40,,,,,,,,,,,,,493.4,-1261954.005,253031.238
4848,136.62912,36.1938265,Sannin reg to HIda Mts,石川県,Ishikawa,石川郡白峰村,,桑島温泉,桑島,,,,,,400.0,sediments,early Early Cretaceous,non-marine sandy alternating beds,K11nt,1,1,24.1,42.0,F,Artesian,well,,F,,,1965.12.1,7.4,7.4,1.001,2799.0,,,1030.0,26,,17.1,16.59,,11.8,,,,,402.6,0.605,3.704,,,2247,3.319,,,0.004,,,2.449,,,,0.7709999999999999,,0.123,,19.005,,24.58,52.73,216.4,0.28,,,,,,,,,,,,,,mg/kg,,,含食塩重曹泉,R:10-03,10金沢,39,,,,,,,,,,,,,501.4,-1261944.742,253025.695
