Ser,keido,ido,Region (hydrogeologic-geologic),Prefectures,Prefecture_EN,Municipality,Municipality_EN,Place_Name,Onsen_Name,Kosen_Name,Place_Name_EN,Place_Simple_Name_EN,Well_Name,Well_Name_EN,Well_Depth,Simplified_rock_category,Rock_age_EN,Litho_EN,Geol_unit_code,Temp_avail,Disch_avail,Temp,Discharge,Flow_type,Flow_type_EN,Source_type,P (pumped),F (artesian),S (spring - natural),X (unknown source),Water quality sample date,pH,RpH,比重,TSM,H,Li,Na,K,NH4,Ca,Mg,TFe,Fe2+,Fe3+,Mn,Al,F,Cl,HS,SO4,HSO4,S2O3,HCO3,CO3,Br,I,OH,NO3,PO4,HPO4,H2PO4,H3PO4,AsO2,BO2,B,HSiO3,SiO3,SiO2,HAsO2,H2SiO3,HBO2,CO2,H2S,Sr,Ba,Cu,Hg,Pb,Zn,Cd,Cr,As,Ni,Rb,Cs,S,unit,Rn,Rn_unit,Spring_quality,Source,GeolMap,Map_No,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,h,x,y
1397,140.4523643,40.5751085,Aomori coasts and basins,青森県,Aomori,弘前市,,桜ケ丘,,,,,桜ケ丘,,500.0,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,1,41.2,110.0,,,well,,,,,,8.4,,,,,,497.0,9.9,,4.7,2.4,,,,,,,560,,56,,,350,,,,,,,,,,,,,,,62.8,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:85,05青森,AOM327,,,,,,,,,,,,,71.1,-837367.6867,649790.0628
1398,140.4826873,40.56863683,Aomori coasts and basins,青森県,Aomori,弘前市,,松原,,,Matsubara,Matsubara,松原,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,44.5,150.0,,,well,,,,,,8.4,,,,,,993.0,2.7,,6.8,1.7,,,,,,,1350,,25.2,,,348,,,,,,,,,,,,,,,54.4,,,,,,,,,,,,,,,,,,,mg/kg,,,含S,R:49,05青森,AOM328,,,,,,,,,,,,,74.2,-834825.7504,648722.6164
1399,140.5398517,40.55598633,Aomori coasts and basins,青森県,Aomori,弘前市,,石川,,,Ishikawa,Ishikawa,川原田,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,43.5,80.0,,,well,,,,,,7.8,,,,,,723.0,44,,21.8,10.6,,,,,,,911,,93.8,,,437,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:87,05青森,AOM329,,,,,,,,,,,,,47,-830038.401,646665.7688
1400,140.4915807,40.55882583,Aomori coasts and basins,青森県,Aomori,弘前市,,小栗山,,,Koguriyama,Koguriyama,白馬龍神,,700.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,58.4,100.0,,,well,,,,,,6.8,,,,,,2250.0,38.4,,210,79,,,,,,,2830,,1250,,,561,,,,,,,,,,,,,,,47.6,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:85,05青森,AOM330,,,,,,,,,,,,,76.8,-834201.1516,647573.1271
1401,140.463831,40.548035,Aomori coasts and basins,青森県,Aomori,弘前市,,大和沢,,,Owasawa,Owasawa,光世,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,43.5,800.0,,,well,,,,,,6.7,,,,,,1240.0,47,,150,61,,,,,,,835,,1620,,,665,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:13,05青森,AOM331,,,,,,,,,,,,,112.7,-836784.4376,646782.7219
1402,140.4310777,40.55141833,Aomori coasts and basins,青森県,Aomori,弘前市,,小沢,,,Kozawa,Kozawa,小沢龍神,,,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,0,43.0,,,,well,,,,,,7.3,,,,,,2360.0,0.6,,609,5.3,,,,,,,2980,,2330,,,54.2,,,,,,,,,,,,,,,27.7,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:87,05青森,AOM332,,,,,,,,,,,,,136.1,-839586.3631,647555.3470000001
1403,140.4280762,40.61812883,Aomori coasts and basins,青森県,Aomori,中津軽郡岩木町,,高屋,,,Takaya,Takaya,高屋,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,46.3,300.0,,,well,,,,,,6.8,,,,,,2120.0,194,,152,1.5,,,,,,,2520,,74.2,,,2090,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:31,05青森,AOM333,,,,,,,,,,,,,33.4,-838820.2896,654646.3274
1404,140.4231137,40.611593,Aomori coasts and basins,青森県,Aomori,中津軽郡岩木町,,一町田,,,,,,,,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,0,0,,,,,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R:0,05青森,AOM334,,,,,,,,,,,,,39.4,-839352.8682,654018.2016
1405,140.4078297,40.61338767,Aomori coasts and basins,青森県,Aomori,中津軽郡岩木町,,五代,,,,,五代,,450.0,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,1,48.2,350.0,,,well,,,,,,8.2,,,,,,101.0,6.4,,9.4,0.8,,,,,,,23.7,,12.4,,,253,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:85,05青森,AOM335,,,,,,,,,,,,,45.8,-840655.3159,654402.0103
1412,140.4413283,40.6088245,Aomori coasts and basins,青森県,Aomori,中津軽郡岩木町,,駒越,,,,,ちょっとマイウェイ駒越,,800.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,28.1,450.0,,,well,,,,,,7.8,,,,,,90.5,3.8,,18,5.3,,,,,,,127,,24.4,,,88.9,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:85,05青森,AOM342,,,,,,,,,,,,,35.3,-837810.1994,653494.6027
1413,140.3964135,40.58590667,Aomori coasts and basins,青森県,Aomori,中津軽郡相馬村,,五所,,,,,御所,,,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,1,49.0,360.0,,,well,,,,,,8.2,,,,,,890.0,43.5,,48,5.6,,,,,,,1400,,90,,,117,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:13,05青森,AOM343,,,,,,,,,,,,,57.4,-842073.5182,651641.8075
1414,140.4006878,40.589985,Aomori coasts and basins,青森県,Aomori,中津軽郡相馬村,,黒滝,,,Kurotaki,Kurotaki,黒滝,,,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,1,31.0,24.0,F,Artesian,well,,F,,,,8.2,,,,,,150.0,8,,4.4,1.5,,,,,,,164,,33.2,,,104,,,,,,,,,,,,,,,96.9,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:48,05青森,AOM344,,,,,,,,,,,,,52.4,-841638.3675,652018.5718
1415,140.343828,40.59418317,Aomori coasts and basins,青森県,Aomori,弘前市,,黒土,,,,,国吉,,,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,1,61.0,450.0,,,well,,,,,,7.8,,,,,,4320.0,133,,273,9.7,,,,,,,7200,,123,,,79.4,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:49,05青森,AOM346,,,,,,,,,,,,,86,-846523.0825,653187.8082
1419,140.3547573,40.93173733,Aomori coasts and basins,青森県,Aomori,西津軽郡車力村,,牛潟,,,Ushigata,Ushigata,会津稲荷(16号),,667.0,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,1,40.5,480.0,P,Power (pumped),well,P,,,,,8.0,,,,,,471.0,19.9,,11.3,2.1,,,,,,,515,,72.2,,,344,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:87,05青森,AOM350,,,,,,,,,,,,,8,-840329.2431,688752.7685
1420,140.3973942,40.87518483,Aomori coasts and basins,青森県,Aomori,西津軽郡稲垣村,,稲垣,,,,,稲垣寿楽,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,49.5,500.0,,,well,,,,,,7.8,,,,,,3200.0,106,,120,18.7,,,,,,,5000,,260,,,208,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:14,05青森,AOM351,,,,,,,,,,,,,2.5,-837515.6359999999,682226.9758
1421,140.337655,40.87945867,Aomori coasts and basins,青森県,Aomori,西津軽郡木造町,,館岡,,,Tateoka,Tateoka,亀ケ岡,,740.0,sediments,Late Pleistocene,marine and non-marine sediments,Q3sr,1,1,50.0,180.0,,,well,,,,,,7.0,,,,,,9200.0,132,,652,109,,,,,,,15300,,819,,,143,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:86,05青森,AOM352,,,,,,,,,,,,,11,-842622.4399,683437.7866
1422,140.3832347,40.81685583,Aomori coasts and basins,青森県,Aomori,西津軽郡木造町,,秋元観光,,,,,秋元2号泉,,830.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,63.0,600.0,P,Power (pumped),well,P,,,,,7.4,,,,,,3660.0,235,,18,10.2,,,,,,,4490,,21.3,,,2560,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:48,05青森,AOM353,,,,,,,,,,,,,6.2,-839645.4042,676234.3738
1423,140.3911243,40.8071925,Aomori coasts and basins,青森県,Aomori,西津軽郡木造町,,曙,,,,,尾野病院,,800.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,65.0,600.0,P,Power (pumped),well,P,,,,,7.8,,,,,,5100.0,110,,106,57,,,,,,,7790,,320,,,678,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,mg/kg,,,含S,R:49,05青森,AOM354,,,,,,,,,,,,,7.3,-839110.9555,675111.8852
1424,140.3722278,40.79571417,Aomori coasts and basins,青森県,Aomori,西津軽郡森田村,,野田,,,Noda,Noda,光風,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,55.8,113.0,,,well,,,,,,7.6,,,,,,3120.0,170,,16,18,,,,,,,3050,,8,,,3480,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:13,05青森,AOM355,,,,,,,,,,,,,7.1,-840927.4426,674137.4521
1426,140.4330472,40.80930967,Aomori coasts and basins,青森県,Aomori,西津軽郡柏村,,鷺坂,,,,,アサヒ,,594.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,67.0,377.0,F,Artesian,well,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R:18,05青森,AOM357,,,,,,,,,,,,,8.9,-835442.9569,674805.3409
1427,140.4206188,40.80655717,Aomori coasts and basins,青森県,Aomori,西津軽郡柏村,,柏,,,,,柏,,670.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,65.5,50.0,P,Power (pumped),well,P,,,,,7.2,,,,,,4690.0,166,,135,22.5,,,,,,,7190,,344,,,417,,,,,,,,,,,,,,,99.5,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:87,05青森,AOM358,,,,,,,,,,,,,8.2,-836563.1540000001,674671.1495
1428,140.3990315,40.797073,Aomori coasts and basins,青森県,Aomori,西津軽郡柏村,,志野田,,,Shinoda,Shinoda,志野田,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,61.8,490.0,,,well,,,,,,7.8,,,,,,4520.0,169,,54.5,47.3,,,,,,,7040,,137,,,579,,,,,,,,,,,,,,,65.7,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:30,05青森,AOM359,,,,,,,,,,,,,7.4,-838581.7726,673940.993
1429,140.2236685,40.774295,Aomori coasts and basins,青森県,Aomori,西津軽郡鰺ヶ沢町,,舞戸,,,Maido,Maido,舞戸,,670.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,54.5,69.0,P,Power (pumped),well,P,,,,,7.7,,,,,,8920.0,56.7,,2560,80.2,,,,,,,18500,,442,,,18.3,,,,,,,,,,,,,,,39.2,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:49,05青森,AOM360,,,,,,,,,,,,,3.3,-854146.5121,673775.0695
1430,140.2208365,40.773651,Aomori coasts and basins,青森県,Aomori,西津軽郡鰺ヶ沢町,,鰺ケ沢,,,,,鰺ケ沢,,570.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,52.0,214.0,P,Power (pumped),well,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R:18,05青森,AOM361,,,,,,,,,,,,,2,-854402.2764,673743.5357
1447,141.3585958,40.733756,Aomori coasts and basins,青森県,Aomori,三沢市,,(三沢市),,,,,淋代平源泉、住友化学三沢工場給湯施設,,,sediments,Middle Pleistocene,marine and non-marine sediments,Q2sr,1,1,40.0,700.0,,,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R:121,05青森,AOM393,,,,,,,,,,,,,8.4,-756155.6438,655670.7452
1449,141.414853,40.60180617,Aomori coasts and basins,青森県,Aomori,上北郡下田町,,下田,,,Shimoda,Shimoda,下田,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,0,0,,,,,well,,,,,,8.2,,,,,,1680.0,65.1,,83.2,19.5,,,,,,,2510,,320,,,253,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,mg/l,,,,R:0,05青森,AOM396,,,,,,,,,,,,,10.3,-753085.4553,641046.6438
1455,141.3131928,40.322732,Aomori coasts and basins,岩手県,Iwate,二戸市,,金田一,,,Kindaichi,Kindaichi,金栄の湯,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,35.0,,,,well,,,,,,8.1,,,,,,195.0,5.4,,5.7,2.2,,,,,,,24,,72,,,480,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:100,05青森,AOM506,,,,,,,,,,,,,71.9,-765853.9707,612664.1932
1073,141.0353852,41.4819265,Aomori coasts and basins,青森県,Aomori,下北郡風間浦村,,易国間,,,,,桑畑(鍬畑),,,volcanic,Quaternary,volcanic debris,Qvd,1,1,35.1,70.0,,,well,,,,,,6.2,,,,,,1670.0,73,,611,233,,,,,,,2680,,1090,,,1410,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,mg/l,,,含CO2,R:112,05青森,AOM002,,,,,,,,,,,,,25.4,-773449.295,738784.4227
1075,141.1021205,41.45198683,Aomori coasts and basins,青森県,Aomori,下北郡大間町,,大赤川,,,,,大赤川,,,volcanic,Middle to Late Miocene,non-alkaline mafic volcanic rocks,N2vb,1,1,36.5,21.0,,,well,,,,,,6.0,,,,,,264.0,18.5,,1110,64.2,,,,,,,192,,208,,,720,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,mg/l,,,,R:112,05青森,AOM004,,,,,,,,,,,,,55,-768156.6590000001,734827.2382
1076,141.0675787,41.38191133,Aomori coasts and basins,青森県,Aomori,下北郡大間町,,薬研,,,Yagen,Yagen,ニュー薬研,,,volcanic,Middle to Late Miocene,non-alkaline mafic volcanic rocks,N2vb,1,1,55.7,200.0,P,Power (pumped),well,P,,,,,8.1,,,,,,90.0,2.6,,119,0.1,,,,,,,56,,345,,,25.7,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,mg/l,,,単純,R:112,05青森,AOM005,,,,,,,,,,,,,54,-772131.3246,727788.1924
1078,140.9603077,41.316362,Aomori coasts and basins,青森県,Aomori,下北郡川内町,,湯野川,,,Yunokawa,Yunokawa,一号泉,,,volcanic,Middle to Late Miocene,non-alkaline felsic volcanic rocks,N2vf,1,0,55.0,,,,well,,,,,,7.4,,,,,,104.0,1.9,,145,0.6,,,,,,,88,,434,,,20,,,,,,,,,,,,,,,46.5,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:0,05青森,AOM007,,,,,,,,,,,,,101,-782303.0907,722090.5389
1079,140.9898635,41.25213833,Aomori coasts and basins,青森県,Aomori,下北郡川内町,,安部城,,,Abeshiro,Abeshiro,前田二号,,,volcanic,Early to Middle Miocene,non-alkaline felsic volcanic rocks,N1vf,1,0,42.0,,,,well,,,,,,7.2,,,,,,406.0,29.3,,518,56.6,,,,,,,174,,1950,,,153,,,,,,,,,,,,,,,30.4,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:87,05青森,AOM008,,,,,,,,,,,,,47,-780695.0966,714926.412
1080,140.8039102,41.16647217,Aomori coasts and basins,青森県,Aomori,下北郡脇野沢村,,脇野沢村,,,,,脇野沢,,,volcanic,Middle to Late Miocene,non-alkaline mafic volcanic rocks,N2vb,1,1,51.0,51.0,,,well,,,,,,7.5,,,,,,1580.0,16.4,,1180,19.4,,,,,,,3680,,1230,,,36.5,,,,,,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:49,05青森,AOM009,,,,,,,,,,,,,16,-797975.3779,708058.5329
1082,141.0894913,41.3280575,Aomori coasts and basins,青森県,Aomori,むつ市,,恐山,,,Osoresan,Osoresan,薬師湯,,,volcanic,Late Pleistocene to Holocene,non-alkaline mafic volcanic rocks,Q3-Hvb,1,1,77.2,21.3,,,well,,,,,,2.3,,,,,,740.0,68,,152,5.4,,,,,,,1430,,1080,,,0,,,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,,,mg/l,,,酸性,R:112,05青森,AOM011,,,,,,,,,,,,,214,-771023.3718,721815.3652
1083,141.1637653,41.30897567,Aomori coasts and basins,青森県,Aomori,むつ市,,矢立,,,Yatate,Yatate,むつ矢立,,,volcanic,Middle Pleistocene,non-alkaline pyroclastic flow volcanic rocks,Q2vp,1,1,51.5,300.0,,,well,,,,,,7.2,,,,,,5640.0,309,,648,238,,,,,,,9700,,1390,,,159,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:48,05青森,AOM012,,,,,,,,,,,,,85,-764907.0847,718927.4893
1143,141.2503825,40.6180845,Aomori coasts and basins,青森県,Aomori,十和田市,,里ノ沢,,,,,ホテル里の沢,,,volcanic,Holocene,non-alkaline pyroclastic flow volcanic rocks,Hvp,1,1,50.3,256.0,,,well,,,,,,8.0,,,,,,2800.0,66,,226,30,,,,,,,4700,,270,,,76.3,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:13,05青森,AOM072,,,,,,,,,,,,,59.8,-767199.9675,644660.7697
1243,140.3477203,41.25718567,Aomori coasts and basins,青森県,Aomori,東津軽郡三厩村,,竜飛崎,,,,,ホテル竜飛,,,volcanic,Early to Middle Miocene,non-alkaline mafic volcanic rocks,N1vb,1,0,20.0,,,,well,,,,,,7.4,,,,,,4540.0,98.9,,1210,565,,,,,,,9680,,1570,,,67.7,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,mg/kg,,,含As,R:89,05青森,AOM172,,,,,,,,,,,,,71.5,-835873.7998,723306.8706
1311,140.5731143,40.51177467,Aomori coasts and basins,青森県,Aomori,南津軽郡大鰐町,,上牡丹森,,,,,湯とぴあ,,,volcanic,Middle to Late Miocene,non-alkaline felsic volcanic rocks,N2vf,1,1,30.3,312.0,,,well,,,,,,7.4,,,,,,13.7,2.7,,3,1.2,,,,,,,16,,0,,,30,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:13,05青森,AOM241,,,,,,,,,,,,,155.4,-827810.3861,641574.3447
1312,140.5775163,40.51088017,Aomori coasts and basins,青森県,Aomori,南津軽郡大鰐町,,萢頭,,,,,萢頭,,,volcanic,Middle to Late Miocene,non-alkaline felsic volcanic rocks,N2vf,1,1,64.0,204.0,,,well,,,,,,8.2,,,,,,178.0,10.1,,25.5,1.8,,,,,,,169,,128,,,113,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:13,05青森,AOM242,,,,,,,,,,,,,170.8,-827440.0090000001,641424.7026
1315,140.6115012,40.51163083,Aomori coasts and basins,青森県,Aomori,南津軽郡大鰐町,,長峰,,,Nagamine,Nagamine,正観湯,,,volcanic,Holocene,non-alkaline pyroclastic flow volcanic rocks,Hvp,1,1,46.0,525.0,,,well,,,,,,7.7,,,,,,62.6,2.9,,1.2,0.7,,,,,,,28.3,,55.5,,,66.8,,,,,,,,,,,,,,,67.9,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:87,05青森,AOM245,,,,,,,,,,,,,132.7,-824464.365,641079.7964
1445,141.0994193,41.324986,Aomori coasts and basins,青森県,Aomori,むつ市,,湯坂,,,Yuzaka,Yuzaka,,,,volcanic,Middle Pleistocene,non-alkaline pyroclastic flow volcanic rocks,Q2vp,1,0,42.0,,,,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アルカリ性単純,R:83,05青森,AOM376,,,,,,,,,,,,,219,-770213.6294,721373.6681
1136,141.3037972,40.64717567,Aomori coasts and basins,青森県,Aomori,上北郡六戸町,,七百,,,,,七百,,,,Holocene,tephra,Hvt,1,1,41.7,500.0,,,well,,,,,,8.4,,,,,,432.0,15.2,,18.8,1.2,,,,,,,600,,72,,,122,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:13,05青森,AOM065,,,,,,,,,,,,,58.5,-762136.0165,647125.0655
1137,141.291795,40.634731,Aomori coasts and basins,青森県,Aomori,上北郡六戸町,,折茂,,,Orimo,Orimo,折茂,,,,Holocene,tephra,Hvt,1,1,45.0,152.0,,,well,,,,,,8.4,,,,,,881.0,26.7,,76.6,8.1,,,,,,,1350,,160,,,165,,,,,,,,,,,,,,,85.3,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:30,05青森,AOM066,,,,,,,,,,,,,64,-763356.3501,645945.0655
1139,141.3250093,40.62145183,Aomori coasts and basins,青森県,Aomori,上北郡六戸町,,下久保,,,,,下久保,,1060.0,,Holocene,tephra,Hvt,1,1,49.8,600.0,,,well,,,,,,7.5,,,,,,1220.0,47.6,,123,17.2,,,,,,,1980,,180,,,156,,,,,,,,,,,,,,,90.6,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:86,05青森,AOM068,,,,,,,,,,,,,45.5,-760647.0669,644155.7724
1149,141.2401257,40.54761833,Aomori coasts and basins,青森県,Aomori,十和田市,,グリーンランド,,,,,グリーンランド,,797.0,,Holocene,tephra,Hvt,1,1,33.0,300.0,,,well,,,,,,7.6,,,,,,230.0,5.3,,3.2,1.9,,,,,,,312,,21,,,91.3,,,,,,,,,,,,,,,93.9,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:87,05青森,AOM078,,,,,,,,,,,,,109.1,-769087.9758,637317.122
1162,141.4960207,40.553853,Aomori coasts and basins,青森県,Aomori,八戸市,,海岸,,,,,八戸港湾運送,,,,Holocene,reclaimed land,Hrl,1,1,31.0,450.0,,,well,,,,,,8.3,,,,,,46.0,1.2,,0.1,0,,,,,,,6.2,,5.7,,,107,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:49,05青森,AOM091,,,,,,,,,,,,,3.4,-746661.6135,635046.1413
1180,141.3295133,40.513621,Aomori coasts and basins,青森県,Aomori,三戸郡五戸町,,五戸まきば温泉,五戸まきば,,,,五戸まきば温泉,,1050.0,,Holocene,tephra,Hvt,1,1,42.0,250.0,,,well,,,,,,8.0,,,,,,998.0,30.7,,48,7,,,,,,,1440,,172,,,223,,,,,,,,,,,,,,,88.2,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:85,05青森,AOM109,,,,,,,,,,,,,109,-761759.8262,632682.8657
1329,140.3514473,41.0520005,Aomori coasts and basins,青森県,Aomori,北津軽郡市浦村,,十三湖,,,,,十三湖,,,,Late Pleistocene to Holocene,sand dune deposits,Hsd,1,1,25.5,692.0,,,well,,,,,,6.6,,,,,,1790.0,41.1,,92,148,,,,,,,2740,,878,,,92.8,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,mg/kg,,,,R:49,05青森,AOM259,,,,,,,,,,,,,10.4,-838745.6087,701526.0197
5267,136.4276707,34.68505267,basin at Nagoya,三重県,Mie,津市,,榊原温泉,榊原,,,,,,,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,37.0,202.5,動力22kW,Power (pumped),well,P,,,,1966.9.20,8.6,,0.9963,2272.0,,,521.8,21.24,1.461,2.895,0.276,,1.531,,,0.44,,366.5,0.063,3.857,,0.015,767.6,19.12,,,0.068,,,,,,,1.348,,2.381,,,,30.22,5.732,4.602,,,,,,,,,,,,,,,mg/kg,0.23,マッヘ,,R:MIE-1,11京都,MIE_016,,,,,,,,,,,,,45.6,-1312869.893,102249.9412
5278,136.7294453,35.0265665,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R2,,1528.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,56.2,460.0,動力20HP,Power (pumped),well,P,,,,1964.4.20,8.3,,1.007,632.0,,,126.2,9.59,0.879,2.398,,,0.146,,0.224,,,24.09,,1.649,,0.09,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,mg/kg,0.49,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_027,,,,,,,,,,,,,2.1,-1276969.866,131277.5392
5279,136.7378403,35.034067,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R3,,1840.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,56.5,800.0,動力2.5HP,Power (pumped),well,P,,,,1964.8.10,8.05,,,,,,171.8,24.72,0.28,3.989,0.343,,0.655,,,0.263,,65.49,1.158,2.675,,,363.4,13.08,,,,,,0.207,,,,1.028,,1.541,,,,68.63,15.47,,0.136,,,,,,,,,,,,,,mg/kg,,,アルカリ性単純温泉,R:MIE-1,11京都,MIE_028,,,,,,,,,,,,,-0.8,-1276016.8159999999,131883.7489
5280,136.7379473,35.034038,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R5,,1580.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,56.5,840.0,自噴,Artesian,well,,F,,,1964.8.10,8.05,,1.0001,789.5,,,171.0,24.72,0.25,3.895,0.343,,0.655,,,0.263,,65.49,,2.675,,,362.4,13.05,,,0.002,,,0.207,,,,1.025,,1.541,,,,,,,,,,,,,,,,,,,,,mg/kg,0.34,10-10Ci/kg,アルカリ性単純温泉,R:MIE-1,11京都,MIE_029,,,,,,,,,,,,,0,-1276007.263,131878.715
5282,136.7173873,35.07284167,basin at Nagoya,三重県,Mie,桑名市,,長島温泉,長島,,,,R10,,1680.0,Quat sediments,Late Pleistocene to Holocene,levee deposits,Hlv,1,1,50.8,1400.0,動力30HP,Power (pumped),well,P,,,,1967.3.20,8.05,,,775.9,,,223.8,106.4,0.001,19.17,8.384,,3.125,,,,,130.6,,3.958,,,595,3.901,,,0.02,,,,,,,0.4370000000000001,,0.331,,,,14.96,6.666,5.061,,,,,,,,,,,,,,,mg/kg,2.8,10-10Ci/kg,単純温泉,R:MIE-1,11京都,MIE_031,,,,,,,,,,,,,3.6,-1277149.993,136249.9367
