x,y,h_z,group_ja
-870000,530000,-2250,堆積岩
-870000,540000,-2250,堆積岩
-870000,550000,-2250,堆積岩
-870000,560000,-2250,堆積岩
-870000,570000,-2250,堆積岩
-870000,580000,-2250,火成岩
-870000,590000,-2250,堆積岩
-870000,600000,-2250,堆積岩
-870000,610000,-2250,堆積岩
-870000,620000,-2250,堆積岩
-870000,630000,-2250,火成岩
-870000,640000,-2250,堆積岩
-870000,650000,-2250,火成岩
-870000,660000,-2250,火成岩
-870000,670000,-2250,火成岩
-860000,260000,-2250,堆積岩
-860000,270000,-2250,堆積岩
-860000,280000,-2250,火成岩
-860000,290000,-2250,火成岩
-860000,300000,-2250,火成岩
-860000,310000,-2250,火成岩
-860000,320000,-2250,火成岩
-860000,330000,-2250,火成岩
-860000,340000,-2250,火成岩
-860000,350000,-2250,火成岩
-860000,360000,-2250,火成岩
-860000,370000,-2250,火成岩
-860000,380000,-2250,堆積岩
-860000,390000,-2250,堆積岩
-860000,400000,-2250,火成岩
-860000,410000,-2250,火成岩
-860000,420000,-2250,火成岩
-860000,430000,-2250,火成岩
-860000,440000,-2250,火成岩
-860000,450000,-2250,火成岩
-860000,460000,-2250,火成岩
-860000,470000,-2250,火成岩
-860000,480000,-2250,堆積岩
-860000,490000,-2250,堆積岩
-860000,500000,-2250,堆積岩
-860000,510000,-2250,堆積岩
-860000,520000,-2250,堆積岩
-860000,530000,-2250,堆積岩
-860000,540000,-2250,堆積岩
-860000,550000,-2250,火成岩
-860000,560000,-2250,堆積岩
-860000,570000,-2250,火成岩
-860000,580000,-2250,火成岩
-860000,590000,-2250,堆積岩
-860000,600000,-2250,堆積岩
-860000,610000,-2250,堆積岩
-860000,620000,-2250,堆積岩
-860000,630000,-2250,火成岩
-860000,640000,-2250,火成岩
-860000,650000,-2250,堆積岩
-860000,660000,-2250,堆積岩
-860000,670000,-2250,堆積岩
-860000,760000,-2250,付加体
-860000,830000,-2250,火成岩
-860000,840000,-2250,火成岩
-860000,850000,-2250,堆積岩
-850000,270000,-2250,堆積岩
-850000,280000,-2250,堆積岩
-850000,290000,-2250,火成岩
-850000,300000,-2250,火成岩
-850000,310000,-2250,火成岩
-850000,320000,-2250,火成岩
-850000,330000,-2250,火成岩
-850000,340000,-2250,火成岩
-850000,350000,-2250,火成岩
-850000,360000,-2250,火成岩
-850000,370000,-2250,堆積岩
-850000,380000,-2250,堆積岩
-850000,390000,-2250,火成岩
-850000,400000,-2250,堆積岩
-850000,410000,-2250,火成岩
-850000,420000,-2250,火成岩
-850000,430000,-2250,火成岩
-850000,440000,-2250,火成岩
-850000,450000,-2250,火成岩
-850000,460000,-2250,堆積岩
-850000,470000,-2250,火成岩
-850000,480000,-2250,火成岩
-850000,490000,-2250,火成岩
-850000,500000,-2250,堆積岩
-850000,510000,-2250,堆積岩
-850000,520000,-2250,堆積岩
-850000,530000,-2250,堆積岩
-850000,540000,-2250,火成岩
-850000,550000,-2250,火成岩
-850000,560000,-2250,火成岩
-850000,570000,-2250,火成岩
-850000,580000,-2250,火成岩
-850000,590000,-2250,火成岩
-850000,600000,-2250,堆積岩
-850000,610000,-2250,堆積岩
-850000,620000,-2250,堆積岩
-850000,630000,-2250,火成岩
-850000,640000,-2250,火成岩
-850000,650000,-2250,堆積岩
-850000,660000,-2250,火成岩
-850000,670000,-2250,火成岩
-850000,750000,-2250,堆積岩
-850000,760000,-2250,付加体
-850000,770000,-2250,火成岩
-850000,780000,-2250,火成岩
-850000,820000,-2250,堆積岩
-850000,830000,-2250,火成岩
-850000,840000,-2250,堆積岩
-850000,850000,-2250,堆積岩
-850000,860000,-2250,堆積岩
-850000,870000,-2250,火成岩
-850000,880000,-2250,火成岩
-840000,280000,-2250,堆積岩
-840000,290000,-2250,堆積岩
-840000,300000,-2250,変成岩
-840000,310000,-2250,変成岩
-840000,320000,-2250,堆積岩
-840000,330000,-2250,堆積岩
-840000,340000,-2250,堆積岩
-840000,350000,-2250,堆積岩
-840000,360000,-2250,堆積岩
-840000,370000,-2250,火成岩
-840000,380000,-2250,火成岩
-840000,390000,-2250,火成岩
-840000,400000,-2250,火成岩
-840000,410000,-2250,堆積岩
-840000,420000,-2250,堆積岩
-840000,430000,-2250,堆積岩
-840000,440000,-2250,火成岩
-840000,450000,-2250,堆積岩
-840000,460000,-2250,火成岩
-840000,470000,-2250,火成岩
-840000,480000,-2250,火成岩
-840000,490000,-2250,火成岩
-840000,500000,-2250,火成岩
-840000,510000,-2250,堆積岩
-840000,520000,-2250,火成岩
-840000,530000,-2250,堆積岩
-840000,540000,-2250,堆積岩
-840000,550000,-2250,堆積岩
-840000,560000,-2250,火成岩
-840000,570000,-2250,堆積岩
-840000,580000,-2250,堆積岩
-840000,590000,-2250,火成岩
-840000,600000,-2250,火成岩
-840000,610000,-2250,火成岩
-840000,620000,-2250,堆積岩
-840000,630000,-2250,火成岩
-840000,640000,-2250,火成岩
-840000,650000,-2250,堆積岩
-840000,660000,-2250,堆積岩
-840000,670000,-2250,火成岩
-840000,680000,-2250,堆積岩
-840000,690000,-2250,堆積岩
-840000,700000,-2250,火成岩
-840000,710000,-2250,堆積岩
-840000,750000,-2250,堆積岩
-840000,760000,-2250,堆積岩
-840000,770000,-2250,火成岩
-840000,780000,-2250,付加体
-840000,790000,-2250,火成岩
-840000,800000,-2250,堆積岩
-840000,810000,-2250,火成岩
-840000,820000,-2250,火成岩
-840000,830000,-2250,堆積岩
-840000,840000,-2250,堆積岩
-840000,850000,-2250,堆積岩
-840000,860000,-2250,堆積岩
-840000,870000,-2250,火成岩
-830000,330000,-2250,堆積岩
-830000,390000,-2250,堆積岩
-830000,400000,-2250,堆積岩
-830000,410000,-2250,堆積岩
-830000,420000,-2250,堆積岩
-830000,430000,-2250,堆積岩
-830000,440000,-2250,火成岩
-830000,450000,-2250,火成岩
-830000,460000,-2250,火成岩
-830000,470000,-2250,火成岩
-830000,480000,-2250,火成岩
-830000,490000,-2250,火成岩
-830000,500000,-2250,火成岩
-830000,510000,-2250,堆積岩
-830000,520000,-2250,堆積岩
-830000,530000,-2250,火成岩
-830000,540000,-2250,火成岩
-830000,550000,-2250,火成岩
-830000,560000,-2250,火成岩
-830000,570000,-2250,堆積岩
-830000,580000,-2250,火成岩
-830000,590000,-2250,火成岩
-830000,600000,-2250,火成岩
-830000,610000,-2250,堆積岩
-830000,620000,-2250,火成岩
-830000,630000,-2250,火成岩
-830000,640000,-2250,火成岩
-830000,650000,-2250,堆積岩
-830000,660000,-2250,堆積岩
-830000,670000,-2250,堆積岩
-830000,680000,-2250,堆積岩
-830000,690000,-2250,堆積岩
-830000,700000,-2250,堆積岩
-830000,710000,-2250,火成岩
-830000,760000,-2250,堆積岩
-830000,770000,-2250,堆積岩
-830000,780000,-2250,堆積岩
-830000,790000,-2250,堆積岩
-830000,800000,-2250,堆積岩
-830000,810000,-2250,堆積岩
-830000,820000,-2250,火成岩
-830000,830000,-2250,堆積岩
-830000,840000,-2250,堆積岩
-830000,850000,-2250,火成岩
-830000,860000,-2250,火成岩
-830000,870000,-2250,火成岩
-830000,880000,-2250,堆積岩
-820000,410000,-2250,堆積岩
-820000,420000,-2250,堆積岩
-820000,430000,-2250,堆積岩
-820000,440000,-2250,火成岩
-820000,450000,-2250,堆積岩
-820000,460000,-2250,堆積岩
-820000,470000,-2250,堆積岩
-820000,480000,-2250,火成岩
-820000,490000,-2250,火成岩
-820000,500000,-2250,火成岩
-820000,510000,-2250,火成岩
-820000,520000,-2250,火成岩
-820000,530000,-2250,火成岩
-820000,540000,-2250,火成岩
-820000,550000,-2250,火成岩
-820000,560000,-2250,火成岩
-820000,570000,-2250,火成岩
-820000,580000,-2250,火成岩
-820000,590000,-2250,火成岩
-820000,600000,-2250,火成岩
-820000,610000,-2250,堆積岩
-820000,620000,-2250,火成岩
-820000,630000,-2250,火成岩
-820000,640000,-2250,火成岩
-820000,650000,-2250,堆積岩
-820000,660000,-2250,堆積岩
-820000,670000,-2250,堆積岩
-820000,680000,-2250,堆積岩
-820000,690000,-2250,堆積岩
-820000,700000,-2250,堆積岩
-820000,710000,-2250,火成岩
-820000,770000,-2250,堆積岩
-820000,780000,-2250,堆積岩
-820000,790000,-2250,堆積岩
-820000,800000,-2250,火成岩
-820000,810000,-2250,堆積岩
-820000,820000,-2250,火成岩
-820000,850000,-2250,堆積岩
-820000,860000,-2250,火成岩
-820000,870000,-2250,火成岩
-820000,880000,-2250,堆積岩
-810000,410000,-2250,堆積岩
-810000,420000,-2250,堆積岩
-810000,430000,-2250,堆積岩
-810000,440000,-2250,火成岩
-810000,450000,-2250,堆積岩
-810000,460000,-2250,堆積岩
-810000,470000,-2250,堆積岩
-810000,480000,-2250,火成岩
-810000,490000,-2250,堆積岩
-810000,500000,-2250,堆積岩
-810000,510000,-2250,堆積岩
-810000,520000,-2250,火成岩
-810000,530000,-2250,火成岩
-810000,540000,-2250,火成岩
-810000,550000,-2250,堆積岩
-810000,560000,-2250,火成岩
-810000,570000,-2250,火成岩
-810000,580000,-2250,火成岩
-810000,590000,-2250,火成岩
-810000,600000,-2250,火成岩
-810000,610000,-2250,堆積岩
-810000,620000,-2250,火成岩
-810000,630000,-2250,火成岩
-810000,640000,-2250,火成岩
-810000,650000,-2250,火成岩
-810000,660000,-2250,火成岩
-810000,670000,-2250,堆積岩
-810000,780000,-2250,堆積岩
-810000,790000,-2250,堆積岩
-810000,800000,-2250,火成岩
-810000,810000,-2250,堆積岩
-810000,860000,-2250,堆積岩
-810000,870000,-2250,堆積岩
-810000,880000,-2250,火成岩
-810000,890000,-2250,堆積岩
-800000,420000,-2250,堆積岩
-800000,430000,-2250,堆積岩
-800000,440000,-2250,堆積岩
-800000,450000,-2250,火成岩
-800000,460000,-2250,堆積岩
-800000,470000,-2250,堆積岩
-800000,480000,-2250,堆積岩
-800000,490000,-2250,堆積岩
-800000,500000,-2250,堆積岩
-800000,510000,-2250,堆積岩
-800000,520000,-2250,堆積岩
-800000,530000,-2250,火成岩
-800000,540000,-2250,火成岩
-800000,550000,-2250,堆積岩
-800000,560000,-2250,火成岩
-800000,570000,-2250,火成岩
-800000,580000,-2250,火成岩
-800000,590000,-2250,火成岩
-800000,600000,-2250,火成岩
-800000,610000,-2250,火成岩
-800000,620000,-2250,火成岩
-800000,630000,-2250,火成岩
-800000,640000,-2250,火成岩
-800000,650000,-2250,火成岩
-800000,660000,-2250,火成岩
-800000,670000,-2250,堆積岩
-800000,710000,-2250,火成岩
-800000,780000,-2250,堆積岩
-800000,790000,-2250,堆積岩
-800000,800000,-2250,火成岩
-800000,810000,-2250,火成岩
-800000,870000,-2250,火成岩
-800000,880000,-2250,火成岩
-800000,890000,-2250,火成岩
-800000,900000,-2250,火成岩
-800000,930000,-2250,火成岩
-800000,940000,-2250,堆積岩
-790000,420000,-2250,堆積岩
-790000,430000,-2250,堆積岩
-790000,440000,-2250,堆積岩
-790000,450000,-2250,堆積岩
-790000,460000,-2250,堆積岩
-790000,470000,-2250,堆積岩
-790000,480000,-2250,堆積岩
-790000,490000,-2250,火成岩
-790000,500000,-2250,火成岩
-790000,510000,-2250,火成岩
-790000,520000,-2250,堆積岩
-790000,530000,-2250,堆積岩
-790000,540000,-2250,堆積岩
-790000,550000,-2250,堆積岩
-790000,560000,-2250,火成岩
-790000,570000,-2250,堆積岩
-790000,580000,-2250,火成岩
-790000,590000,-2250,火成岩
-790000,600000,-2250,火成岩
-790000,610000,-2250,火成岩
-790000,620000,-2250,火成岩
-790000,630000,-2250,火成岩
-790000,640000,-2250,火成岩
-790000,650000,-2250,火成岩
-790000,660000,-2250,火成岩
-790000,670000,-2250,火成岩
-790000,680000,-2250,堆積岩
-790000,710000,-2250,火成岩
-790000,720000,-2250,火成岩
-790000,730000,-2250,付加体
-790000,780000,-2250,堆積岩
-790000,790000,-2250,火成岩
-790000,800000,-2250,堆積岩
-790000,810000,-2250,火成岩
-790000,870000,-2250,火成岩
-790000,880000,-2250,火成岩
-790000,890000,-2250,火成岩
-790000,900000,-2250,火成岩
-790000,910000,-2250,堆積岩
-790000,920000,-2250,堆積岩
-790000,930000,-2250,火成岩
-790000,940000,-2250,堆積岩
-780000,400000,-2250,堆積岩
-780000,410000,-2250,堆積岩
-780000,420000,-2250,堆積岩
-780000,430000,-2250,堆積岩
-780000,440000,-2250,堆積岩
-780000,450000,-2250,堆積岩
-780000,460000,-2250,火成岩
-780000,470000,-2250,火成岩
-780000,480000,-2250,火成岩
-780000,490000,-2250,火成岩
-780000,500000,-2250,火成岩
-780000,510000,-2250,火成岩
-780000,520000,-2250,堆積岩
-780000,530000,-2250,火成岩
-780000,540000,-2250,火成岩
-780000,550000,-2250,付加体
-780000,560000,-2250,火成岩
-780000,570000,-2250,付加体
-780000,580000,-2250,火成岩
-780000,590000,-2250,火成岩
-780000,600000,-2250,堆積岩
-780000,610000,-2250,火成岩
-780000,620000,-2250,火成岩
-780000,630000,-2250,堆積岩
-780000,640000,-2250,堆積岩
-780000,650000,-2250,火成岩
-780000,660000,-2250,堆積岩
-780000,670000,-2250,火成岩
-780000,710000,-2250,堆積岩
-780000,720000,-2250,火成岩
-780000,730000,-2250,火成岩
-780000,740000,-2250,火成岩
-780000,770000,-2250,付加体
-780000,780000,-2250,堆積岩
-780000,790000,-2250,火成岩
-780000,850000,-2250,火成岩
-780000,860000,-2250,火成岩
-780000,870000,-2250,堆積岩
-780000,880000,-2250,火成岩
-780000,890000,-2250,火成岩
-780000,900000,-2250,堆積岩
-780000,910000,-2250,火成岩
-780000,920000,-2250,火成岩
-780000,930000,-2250,火成岩
-770000,420000,-2250,堆積岩
-770000,440000,-2250,堆積岩
-770000,450000,-2250,堆積岩
-770000,460000,-2250,堆積岩
-770000,470000,-2250,火成岩
-770000,480000,-2250,火成岩
-770000,490000,-2250,堆積岩
-770000,500000,-2250,堆積岩
-770000,510000,-2250,堆積岩
-770000,520000,-2250,堆積岩
-770000,530000,-2250,火成岩
-770000,540000,-2250,付加体
-770000,550000,-2250,付加体
-770000,560000,-2250,付加体
-770000,570000,-2250,火成岩
-770000,580000,-2250,付加体
-770000,590000,-2250,火成岩
-770000,600000,-2250,堆積岩
-770000,610000,-2250,堆積岩
-770000,620000,-2250,堆積岩
-770000,630000,-2250,堆積岩
-770000,640000,-2250,堆積岩
-770000,650000,-2250,堆積岩
-770000,660000,-2250,堆積岩
-770000,670000,-2250,堆積岩
-770000,710000,-2250,火成岩
-770000,720000,-2250,火成岩
-770000,730000,-2250,火成岩
-770000,770000,-2250,火成岩
-770000,780000,-2250,火成岩
-770000,840000,-2250,堆積岩
-770000,850000,-2250,火成岩
-770000,860000,-2250,火成岩
-770000,870000,-2250,火成岩
-770000,880000,-2250,火成岩
-770000,890000,-2250,火成岩
-770000,900000,-2250,火成岩
-770000,910000,-2250,火成岩
-770000,920000,-2250,堆積岩
-760000,460000,-2250,堆積岩
-760000,470000,-2250,堆積岩
-760000,480000,-2250,火成岩
-760000,490000,-2250,堆積岩
-760000,500000,-2250,火成岩
-760000,510000,-2250,火成岩
-760000,520000,-2250,火成岩
-760000,530000,-2250,火成岩
-760000,540000,-2250,付加体
-760000,550000,-2250,付加体
-760000,560000,-2250,付加体
-760000,570000,-2250,付加体
-760000,580000,-2250,付加体
-760000,590000,-2250,付加体
-760000,600000,-2250,付加体
-760000,610000,-2250,堆積岩
-760000,620000,-2250,堆積岩
-760000,630000,-2250,堆積岩
-760000,640000,-2250,堆積岩
-760000,650000,-2250,堆積岩
-760000,660000,-2250,堆積岩
-760000,670000,-2250,堆積岩
-760000,680000,-2250,堆積岩
-760000,690000,-2250,堆積岩
-760000,720000,-2250,堆積岩
-760000,770000,-2250,堆積岩
-760000,840000,-2250,火成岩
-760000,850000,-2250,火成岩
-760000,860000,-2250,火成岩
-760000,870000,-2250,火成岩
-760000,880000,-2250,堆積岩
-760000,890000,-2250,火成岩
-760000,900000,-2250,堆積岩
-760000,910000,-2250,火成岩
-760000,920000,-2250,火成岩
-750000,470000,-2250,火成岩
-750000,480000,-2250,火成岩
-750000,490000,-2250,堆積岩
-750000,500000,-2250,火成岩
-750000,510000,-2250,火成岩
-750000,520000,-2250,堆積岩
-750000,530000,-2250,付加体
-750000,540000,-2250,付加体
-750000,550000,-2250,付加体
-750000,560000,-2250,付加体
-750000,570000,-2250,付加体
-750000,580000,-2250,付加体
-750000,590000,-2250,付加体
-750000,600000,-2250,付加体
-750000,610000,-2250,堆積岩
-750000,620000,-2250,付加体
-750000,630000,-2250,堆積岩
-750000,640000,-2250,堆積岩
-750000,690000,-2250,火成岩
-750000,700000,-2250,堆積岩
-750000,710000,-2250,堆積岩
-750000,720000,-2250,堆積岩
-750000,840000,-2250,堆積岩
-750000,850000,-2250,火成岩
-750000,860000,-2250,火成岩
-750000,870000,-2250,火成岩
-750000,880000,-2250,火成岩
-750000,890000,-2250,堆積岩
-750000,900000,-2250,堆積岩
-750000,910000,-2250,火成岩
-750000,920000,-2250,火成岩
-740000,480000,-2250,火成岩
-740000,490000,-2250,火成岩
-740000,500000,-2250,堆積岩
-740000,510000,-2250,火成岩
-740000,520000,-2250,付加体
-740000,530000,-2250,付加体
-740000,540000,-2250,付加体
-740000,550000,-2250,付加体
-740000,560000,-2250,付加体
-740000,570000,-2250,付加体
-740000,580000,-2250,付加体
-740000,590000,-2250,付加体
-740000,600000,-2250,付加体
-740000,610000,-2250,火成岩
-740000,620000,-2250,火成岩
-740000,630000,-2250,堆積岩
-740000,850000,-2250,火成岩
-740000,860000,-2250,火成岩
-740000,870000,-2250,火成岩
-740000,880000,-2250,火成岩
-740000,890000,-2250,火成岩
-740000,900000,-2250,火成岩
-740000,910000,-2250,火成岩
-730000,490000,-2250,付加体
-730000,500000,-2250,付加体
-730000,510000,-2250,付加体
-730000,520000,-2250,付加体
-730000,530000,-2250,付加体
-730000,540000,-2250,付加体
-730000,550000,-2250,火成岩
-730000,560000,-2250,火成岩
-730000,570000,-2250,付加体
-730000,580000,-2250,付加体
-730000,590000,-2250,堆積岩
-730000,600000,-2250,堆積岩
-730000,610000,-2250,火成岩
-730000,850000,-2250,火成岩
-730000,860000,-2250,火成岩
-730000,870000,-2250,火成岩
-730000,880000,-2250,火成岩
-730000,890000,-2250,堆積岩
-730000,900000,-2250,堆積岩
-730000,910000,-2250,堆積岩
-720000,510000,-2250,火成岩
-720000,520000,-2250,火成岩
-720000,530000,-2250,火成岩
-720000,540000,-2250,付加体
-720000,550000,-2250,付加体
-720000,560000,-2250,付加体
-720000,570000,-2250,付加体
-720000,860000,-2250,火成岩
-720000,870000,-2250,火成岩
-720000,880000,-2250,火成岩
-720000,890000,-2250,火成岩
-720000,900000,-2250,火成岩
-720000,910000,-2250,堆積岩
-720000,920000,-2250,堆積岩
-710000,860000,-2250,火成岩
-710000,870000,-2250,火成岩
-710000,880000,-2250,火成岩
-710000,890000,-2250,堆積岩
-710000,900000,-2250,堆積岩
-710000,910000,-2250,堆積岩
-710000,920000,-2250,堆積岩
-710000,930000,-2250,堆積岩
-710000,940000,-2250,堆積岩
-710000,950000,-2250,火成岩
-710000,960000,-2250,堆積岩
-710000,970000,-2250,火成岩
-710000,980000,-2250,火成岩
-700000,860000,-2250,堆積岩
-700000,870000,-2250,火成岩
-700000,880000,-2250,堆積岩
-700000,890000,-2250,堆積岩
-700000,900000,-2250,堆積岩
-700000,910000,-2250,堆積岩
-700000,920000,-2250,堆積岩
-700000,930000,-2250,堆積岩
-700000,940000,-2250,堆積岩
-700000,950000,-2250,堆積岩
-700000,960000,-2250,堆積岩
-700000,970000,-2250,火成岩
-700000,980000,-2250,堆積岩
-700000,1050000,-2250,堆積岩
-700000,1130000,-2250,火成岩
-690000,850000,-2250,堆積岩
-690000,860000,-2250,堆積岩
-690000,870000,-2250,堆積岩
-690000,880000,-2250,堆積岩
-690000,890000,-2250,堆積岩
-690000,900000,-2250,堆積岩
-690000,910000,-2250,堆積岩
-690000,920000,-2250,堆積岩
-690000,930000,-2250,堆積岩
-690000,940000,-2250,火成岩
-690000,950000,-2250,堆積岩
-690000,960000,-2250,堆積岩
-690000,970000,-2250,火成岩
-690000,980000,-2250,火成岩
-690000,990000,-2250,堆積岩
-680000,850000,-2250,堆積岩
-680000,860000,-2250,堆積岩
-680000,870000,-2250,堆積岩
-680000,880000,-2250,堆積岩
-680000,890000,-2250,堆積岩
-680000,900000,-2250,堆積岩
-680000,910000,-2250,堆積岩
-680000,920000,-2250,堆積岩
-680000,930000,-2250,堆積岩
-680000,940000,-2250,堆積岩
-680000,950000,-2250,堆積岩
-680000,960000,-2250,堆積岩
-680000,970000,-2250,堆積岩
-680000,980000,-2250,堆積岩
-680000,990000,-2250,堆積岩
-680000,1000000,-2250,堆積岩
-680000,1010000,-2250,堆積岩
-680000,1020000,-2250,堆積岩
-680000,1030000,-2250,堆積岩
-670000,840000,-2250,堆積岩
-670000,850000,-2250,堆積岩
-670000,860000,-2250,堆積岩
-670000,870000,-2250,堆積岩
-670000,880000,-2250,堆積岩
-670000,890000,-2250,堆積岩
-670000,900000,-2250,堆積岩
-670000,910000,-2250,堆積岩
-670000,920000,-2250,堆積岩
-670000,930000,-2250,堆積岩
-670000,940000,-2250,堆積岩
-670000,950000,-2250,堆積岩
-670000,960000,-2250,堆積岩
-670000,970000,-2250,堆積岩
-670000,980000,-2250,堆積岩
-670000,990000,-2250,堆積岩
-670000,1000000,-2250,堆積岩
-670000,1010000,-2250,堆積岩
-670000,1020000,-2250,堆積岩
-670000,1030000,-2250,堆積岩
-670000,1040000,-2250,堆積岩
-670000,1050000,-2250,堆積岩
-670000,1110000,-2250,堆積岩
-670000,1120000,-2250,堆積岩
-670000,1130000,-2250,堆積岩
-670000,1140000,-2250,堆積岩
-660000,830000,-2250,堆積岩
-660000,840000,-2250,堆積岩
-660000,850000,-2250,堆積岩
-660000,860000,-2250,堆積岩
-660000,870000,-2250,堆積岩
-660000,880000,-2250,堆積岩
-660000,890000,-2250,堆積岩
-660000,900000,-2250,堆積岩
-660000,910000,-2250,堆積岩
-660000,920000,-2250,堆積岩
-660000,930000,-2250,堆積岩
-660000,940000,-2250,堆積岩
-660000,950000,-2250,堆積岩
-660000,960000,-2250,火成岩
-660000,970000,-2250,堆積岩
-660000,980000,-2250,堆積岩
-660000,990000,-2250,堆積岩
-660000,1000000,-2250,堆積岩
-660000,1010000,-2250,堆積岩
-660000,1020000,-2250,堆積岩
-660000,1030000,-2250,堆積岩
-660000,1040000,-2250,堆積岩
-660000,1050000,-2250,堆積岩
-660000,1060000,-2250,堆積岩
-660000,1070000,-2250,堆積岩
-660000,1080000,-2250,堆積岩
-660000,1090000,-2250,堆積岩
-660000,1100000,-2250,堆積岩
-660000,1110000,-2250,堆積岩
-660000,1120000,-2250,堆積岩
-660000,1130000,-2250,堆積岩
-660000,1140000,-2250,堆積岩
-660000,1150000,-2250,堆積岩
-650000,820000,-2250,堆積岩
-650000,830000,-2250,堆積岩
-650000,840000,-2250,堆積岩
-650000,850000,-2250,付加体
-650000,860000,-2250,堆積岩
-650000,870000,-2250,付加体
-650000,880000,-2250,付加体
-650000,890000,-2250,付加体
-650000,900000,-2250,付加体
-650000,910000,-2250,堆積岩
-650000,920000,-2250,堆積岩
-650000,930000,-2250,堆積岩
-650000,940000,-2250,堆積岩
-650000,950000,-2250,堆積岩
-650000,960000,-2250,火成岩
-650000,970000,-2250,堆積岩
-650000,980000,-2250,堆積岩
-650000,990000,-2250,付加体
-650000,1000000,-2250,堆積岩
-650000,1010000,-2250,堆積岩
-650000,1020000,-2250,堆積岩
-650000,1030000,-2250,堆積岩
-650000,1040000,-2250,堆積岩
-650000,1050000,-2250,堆積岩
-650000,1060000,-2250,堆積岩
-650000,1070000,-2250,堆積岩
-650000,1080000,-2250,堆積岩
-650000,1090000,-2250,堆積岩
-650000,1100000,-2250,堆積岩
-650000,1110000,-2250,堆積岩
-650000,1120000,-2250,堆積岩
-650000,1130000,-2250,堆積岩
-650000,1140000,-2250,堆積岩
-650000,1150000,-2250,堆積岩
-640000,810000,-2250,堆積岩
-640000,820000,-2250,堆積岩
-640000,830000,-2250,堆積岩
-640000,840000,-2250,堆積岩
-640000,850000,-2250,堆積岩
-640000,860000,-2250,付加体
-640000,870000,-2250,付加体
-640000,880000,-2250,付加体
-640000,890000,-2250,付加体
-640000,900000,-2250,堆積岩
-640000,910000,-2250,堆積岩
-640000,920000,-2250,付加体
-640000,930000,-2250,堆積岩
-640000,940000,-2250,堆積岩
-640000,950000,-2250,変成岩
-640000,960000,-2250,変成岩
-640000,970000,-2250,変成岩
-640000,980000,-2250,変成岩
-640000,990000,-2250,変成岩
-640000,1000000,-2250,付加体
-640000,1010000,-2250,付加体
-640000,1020000,-2250,堆積岩
-640000,1030000,-2250,堆積岩
-640000,1040000,-2250,火成岩
-640000,1050000,-2250,火成岩
-640000,1060000,-2250,堆積岩
-640000,1070000,-2250,堆積岩
-640000,1080000,-2250,堆積岩
-640000,1090000,-2250,堆積岩
-640000,1100000,-2250,堆積岩
-640000,1110000,-2250,堆積岩
-640000,1120000,-2250,堆積岩
-640000,1130000,-2250,堆積岩
-640000,1140000,-2250,堆積岩
-640000,1150000,-2250,堆積岩
-630000,810000,-2250,堆積岩
-630000,820000,-2250,付加体
-630000,830000,-2250,付加体
-630000,840000,-2250,付加体
-630000,850000,-2250,堆積岩
-630000,860000,-2250,付加体
-630000,870000,-2250,付加体
-630000,880000,-2250,堆積岩
-630000,890000,-2250,付加体
-630000,900000,-2250,堆積岩
-630000,910000,-2250,火成岩
-630000,920000,-2250,火成岩
-630000,930000,-2250,火成岩
-630000,940000,-2250,火成岩
-630000,950000,-2250,火成岩
-630000,960000,-2250,堆積岩
-630000,970000,-2250,堆積岩
-630000,980000,-2250,堆積岩
-630000,990000,-2250,火成岩
-630000,1000000,-2250,火成岩
-630000,1010000,-2250,堆積岩
-630000,1020000,-2250,火成岩
-630000,1030000,-2250,火成岩
-630000,1040000,-2250,火成岩
-630000,1050000,-2250,堆積岩
-630000,1060000,-2250,堆積岩
-630000,1070000,-2250,付加体
-630000,1080000,-2250,付加体
-630000,1090000,-2250,堆積岩
-630000,1100000,-2250,堆積岩
-630000,1110000,-2250,堆積岩
-630000,1120000,-2250,堆積岩
-630000,1130000,-2250,堆積岩
-630000,1140000,-2250,堆積岩
-620000,800000,-2250,堆積岩
-620000,810000,-2250,堆積岩
-620000,820000,-2250,堆積岩
-620000,830000,-2250,付加体
-620000,840000,-2250,付加体
-620000,850000,-2250,付加体
-620000,860000,-2250,付加体
-620000,870000,-2250,付加体
-620000,880000,-2250,付加体
-620000,890000,-2250,堆積岩
-620000,900000,-2250,堆積岩
-620000,910000,-2250,堆積岩
-620000,920000,-2250,火成岩
-620000,930000,-2250,火成岩
-620000,940000,-2250,火成岩
-620000,950000,-2250,火成岩
-620000,960000,-2250,堆積岩
-620000,970000,-2250,火成岩
-620000,980000,-2250,堆積岩
-620000,990000,-2250,火成岩
-620000,1000000,-2250,付加体
-620000,1010000,-2250,堆積岩
-620000,1020000,-2250,堆積岩
-620000,1030000,-2250,堆積岩
-620000,1040000,-2250,堆積岩
-620000,1050000,-2250,火成岩
-620000,1060000,-2250,火成岩
-620000,1070000,-2250,堆積岩
-620000,1080000,-2250,堆積岩
-620000,1090000,-2250,堆積岩
-620000,1100000,-2250,堆積岩
-620000,1110000,-2250,堆積岩
-620000,1120000,-2250,堆積岩
-610000,790000,-2250,堆積岩
-610000,800000,-2250,堆積岩
-610000,810000,-2250,付加体
-610000,820000,-2250,付加体
-610000,830000,-2250,変成岩
-610000,840000,-2250,火成岩
-610000,850000,-2250,火成岩
-610000,860000,-2250,変成岩
-610000,870000,-2250,火成岩
-610000,880000,-2250,変成岩
-610000,890000,-2250,変成岩
