x,y,h_z,group_ja
-1560000,190000,-2250,変成岩
-1560000,200000,-2250,火成岩
-1560000,210000,-2250,火成岩
-1560000,220000,-2250,火成岩
-1560000,230000,-2250,火成岩
-1560000,240000,-2250,火成岩
-1550000,30000,-2250,付加体
-1550000,40000,-2250,付加体
-1550000,50000,-2250,付加体
-1550000,60000,-2250,付加体
-1550000,70000,-2250,付加体
-1550000,80000,-2250,変成岩
-1550000,90000,-2250,堆積岩
-1550000,100000,-2250,堆積岩
-1550000,110000,-2250,堆積岩
-1550000,120000,-2250,その他
-1550000,140000,-2250,付加体
-1550000,150000,-2250,その他
-1550000,160000,-2250,火成岩
-1550000,170000,-2250,堆積岩
-1550000,180000,-2250,火成岩
-1550000,190000,-2250,変成岩
-1550000,200000,-2250,変成岩
-1550000,210000,-2250,火成岩
-1550000,220000,-2250,火成岩
-1550000,230000,-2250,堆積岩
-1550000,240000,-2250,堆積岩
-1540000,40000,-2250,付加体
-1540000,50000,-2250,付加体
-1540000,60000,-2250,付加体
-1540000,70000,-2250,付加体
-1540000,80000,-2250,変成岩
-1540000,90000,-2250,堆積岩
-1540000,100000,-2250,火成岩
-1540000,110000,-2250,堆積岩
-1540000,120000,-2250,その他
-1540000,150000,-2250,堆積岩
-1540000,160000,-2250,堆積岩
-1540000,170000,-2250,火成岩
-1540000,180000,-2250,火成岩
-1540000,190000,-2250,火成岩
-1540000,200000,-2250,堆積岩
-1540000,210000,-2250,堆積岩
-1540000,220000,-2250,火成岩
-1540000,230000,-2250,火成岩
-1540000,240000,-2250,堆積岩
-1530000,50000,-2250,付加体
-1530000,60000,-2250,堆積岩
-1530000,70000,-2250,付加体
-1530000,80000,-2250,変成岩
-1530000,90000,-2250,堆積岩
-1530000,100000,-2250,火成岩
-1530000,110000,-2250,堆積岩
-1530000,130000,-2250,その他
-1530000,150000,-2250,火成岩
-1530000,160000,-2250,火成岩
-1530000,170000,-2250,火成岩
-1530000,180000,-2250,堆積岩
-1530000,190000,-2250,堆積岩
-1530000,200000,-2250,変成岩
-1530000,210000,-2250,火成岩
-1530000,220000,-2250,火成岩
-1530000,230000,-2250,火成岩
-1530000,240000,-2250,堆積岩
-1520000,50000,-2250,付加体
-1520000,60000,-2250,付加体
-1520000,70000,-2250,変成岩
-1520000,80000,-2250,変成岩
-1520000,90000,-2250,堆積岩
-1520000,100000,-2250,火成岩
-1520000,130000,-2250,火成岩
-1520000,160000,-2250,火成岩
-1520000,170000,-2250,火成岩
-1520000,180000,-2250,堆積岩
-1520000,190000,-2250,堆積岩
-1520000,200000,-2250,火成岩
-1520000,210000,-2250,変成岩
-1520000,220000,-2250,火成岩
-1520000,230000,-2250,火成岩
-1510000,50000,-2250,付加体
-1510000,60000,-2250,付加体
-1510000,70000,-2250,変成岩
-1510000,80000,-2250,変成岩
-1510000,90000,-2250,堆積岩
-1510000,160000,-2250,火成岩
-1510000,170000,-2250,火成岩
-1510000,180000,-2250,付加体
-1510000,190000,-2250,堆積岩
-1510000,200000,-2250,火成岩
-1510000,210000,-2250,変成岩
-1510000,220000,-2250,堆積岩
-1510000,230000,-2250,火成岩
-1500000,50000,-2250,付加体
-1500000,60000,-2250,付加体
-1500000,70000,-2250,堆積岩
-1500000,90000,-2250,堆積岩
-1500000,140000,-2250,火成岩
-1500000,160000,-2250,堆積岩
-1500000,170000,-2250,付加体
-1500000,180000,-2250,堆積岩
-1500000,190000,-2250,堆積岩
-1500000,200000,-2250,変成岩
-1500000,210000,-2250,変成岩
-1500000,220000,-2250,堆積岩
-1500000,230000,-2250,堆積岩
-1490000,100000,-2250,堆積岩
-1490000,140000,-2250,火成岩
-1490000,160000,-2250,堆積岩
-1490000,170000,-2250,付加体
-1490000,180000,-2250,付加体
-1490000,190000,-2250,火成岩
-1490000,200000,-2250,火成岩
-1490000,210000,-2250,変成岩
-1490000,220000,-2250,火成岩
-1490000,230000,-2250,火成岩
-1480000,90000,-2250,堆積岩
-1480000,100000,-2250,堆積岩
-1480000,150000,-2250,その他
-1480000,160000,-2250,火成岩
-1480000,170000,-2250,付加体
-1480000,180000,-2250,堆積岩
-1480000,190000,-2250,火成岩
-1480000,200000,-2250,火成岩
-1480000,210000,-2250,火成岩
-1480000,220000,-2250,火成岩
-1480000,230000,-2250,火成岩
-1470000,90000,-2250,堆積岩
-1470000,100000,-2250,堆積岩
-1470000,110000,-2250,火成岩
-1470000,150000,-2250,堆積岩
-1470000,160000,-2250,堆積岩
-1470000,170000,-2250,火成岩
-1470000,180000,-2250,火成岩
-1470000,190000,-2250,火成岩
-1470000,200000,-2250,火成岩
-1470000,210000,-2250,火成岩
-1470000,220000,-2250,堆積岩
-1470000,230000,-2250,火成岩
-1470000,240000,-2250,火成岩
-1460000,50000,-2250,付加体
-1460000,140000,-2250,堆積岩
-1460000,150000,-2250,堆積岩
-1460000,160000,-2250,付加体
-1460000,170000,-2250,火成岩
-1460000,180000,-2250,火成岩
-1460000,190000,-2250,火成岩
-1460000,200000,-2250,堆積岩
-1460000,210000,-2250,火成岩
-1460000,220000,-2250,堆積岩
-1460000,230000,-2250,火成岩
-1450000,40000,-2250,付加体
-1450000,50000,-2250,付加体
-1450000,60000,-2250,堆積岩
-1450000,70000,-2250,変成岩
-1450000,90000,-2250,堆積岩
-1450000,120000,-2250,火成岩
-1450000,130000,-2250,堆積岩
-1450000,140000,-2250,堆積岩
-1450000,150000,-2250,堆積岩
-1450000,160000,-2250,付加体
-1450000,170000,-2250,火成岩
-1450000,180000,-2250,火成岩
-1450000,190000,-2250,火成岩
-1450000,200000,-2250,火成岩
-1450000,210000,-2250,火成岩
-1450000,220000,-2250,堆積岩
-1450000,230000,-2250,堆積岩
-1440000,40000,-2250,付加体
-1440000,50000,-2250,付加体
-1440000,60000,-2250,堆積岩
-1440000,70000,-2250,変成岩
-1440000,80000,-2250,堆積岩
-1440000,90000,-2250,堆積岩
-1440000,130000,-2250,堆積岩
-1440000,140000,-2250,堆積岩
-1440000,150000,-2250,堆積岩
-1440000,160000,-2250,火成岩
-1440000,170000,-2250,堆積岩
-1440000,180000,-2250,火成岩
-1440000,190000,-2250,堆積岩
-1440000,200000,-2250,火成岩
-1440000,210000,-2250,火成岩
-1440000,220000,-2250,火成岩
-1440000,230000,-2250,火成岩
-1430000,10000,-2250,堆積岩
-1430000,20000,-2250,堆積岩
-1430000,30000,-2250,付加体
-1430000,40000,-2250,付加体
-1430000,50000,-2250,付加体
-1430000,60000,-2250,付加体
-1430000,70000,-2250,変成岩
-1430000,80000,-2250,変成岩
-1430000,90000,-2250,堆積岩
-1430000,130000,-2250,火成岩
-1430000,140000,-2250,火成岩
-1430000,150000,-2250,堆積岩
-1430000,160000,-2250,火成岩
-1430000,170000,-2250,火成岩
-1430000,180000,-2250,堆積岩
-1430000,190000,-2250,付加体
-1430000,200000,-2250,堆積岩
-1430000,210000,-2250,火成岩
-1430000,220000,-2250,火成岩
-1430000,230000,-2250,火成岩
-1420000,0,-2250,堆積岩
-1420000,10000,-2250,堆積岩
-1420000,20000,-2250,堆積岩
-1420000,30000,-2250,堆積岩
-1420000,40000,-2250,付加体
-1420000,50000,-2250,付加体
-1420000,60000,-2250,付加体
-1420000,70000,-2250,変成岩
-1420000,80000,-2250,堆積岩
-1420000,90000,-2250,堆積岩
-1420000,100000,-2250,堆積岩
-1420000,130000,-2250,堆積岩
-1420000,140000,-2250,火成岩
-1420000,150000,-2250,火成岩
-1420000,160000,-2250,火成岩
-1420000,170000,-2250,付加体
-1420000,180000,-2250,付加体
-1420000,190000,-2250,堆積岩
-1420000,200000,-2250,堆積岩
-1420000,210000,-2250,火成岩
-1420000,220000,-2250,堆積岩
-1420000,230000,-2250,火成岩
-1410000,0,-2250,堆積岩
-1410000,10000,-2250,堆積岩
-1410000,20000,-2250,堆積岩
-1410000,30000,-2250,堆積岩
-1410000,40000,-2250,付加体
-1410000,50000,-2250,付加体
-1410000,60000,-2250,付加体
-1410000,70000,-2250,付加体
-1410000,80000,-2250,変成岩
-1410000,90000,-2250,堆積岩
-1410000,100000,-2250,堆積岩
-1410000,110000,-2250,その他
-1410000,130000,-2250,堆積岩
-1410000,140000,-2250,火成岩
-1410000,150000,-2250,火成岩
-1410000,160000,-2250,付加体
-1410000,170000,-2250,付加体
-1410000,180000,-2250,付加体
-1410000,190000,-2250,堆積岩
-1410000,200000,-2250,火成岩
-1410000,210000,-2250,火成岩
-1410000,220000,-2250,火成岩
-1410000,230000,-2250,火成岩
-1400000,0,-2250,堆積岩
-1400000,10000,-2250,堆積岩
-1400000,20000,-2250,堆積岩
-1400000,30000,-2250,付加体
-1400000,40000,-2250,付加体
-1400000,50000,-2250,付加体
-1400000,60000,-2250,付加体
-1400000,70000,-2250,付加体
-1400000,80000,-2250,変成岩
-1400000,90000,-2250,火成岩
-1400000,100000,-2250,堆積岩
-1400000,110000,-2250,堆積岩
-1400000,120000,-2250,堆積岩
-1400000,130000,-2250,堆積岩
-1400000,140000,-2250,付加体
-1400000,150000,-2250,付加体
-1400000,160000,-2250,付加体
-1400000,170000,-2250,付加体
-1400000,180000,-2250,付加体
-1400000,190000,-2250,付加体
-1400000,200000,-2250,堆積岩
-1400000,230000,-2250,堆積岩
-1390000,0,-2250,堆積岩
-1390000,10000,-2250,堆積岩
-1390000,20000,-2250,堆積岩
-1390000,30000,-2250,付加体
-1390000,40000,-2250,付加体
-1390000,50000,-2250,付加体
-1390000,60000,-2250,付加体
-1390000,70000,-2250,付加体
-1390000,80000,-2250,堆積岩
-1390000,90000,-2250,火成岩
-1390000,100000,-2250,火成岩
-1390000,110000,-2250,火成岩
-1390000,120000,-2250,堆積岩
-1390000,130000,-2250,堆積岩
-1390000,140000,-2250,付加体
-1390000,150000,-2250,付加体
-1390000,160000,-2250,付加体
-1390000,170000,-2250,付加体
-1390000,180000,-2250,付加体
-1390000,190000,-2250,付加体
-1390000,200000,-2250,火成岩
-1390000,210000,-2250,火成岩
-1380000,10000,-2250,堆積岩
-1380000,20000,-2250,火成岩
-1380000,30000,-2250,堆積岩
-1380000,40000,-2250,付加体
-1380000,50000,-2250,火成岩
-1380000,60000,-2250,付加体
-1380000,70000,-2250,付加体
-1380000,80000,-2250,付加体
-1380000,90000,-2250,火成岩
-1380000,100000,-2250,堆積岩
-1380000,110000,-2250,堆積岩
-1380000,120000,-2250,堆積岩
-1380000,130000,-2250,堆積岩
-1380000,140000,-2250,付加体
-1380000,150000,-2250,付加体
-1380000,160000,-2250,付加体
-1380000,170000,-2250,付加体
-1380000,180000,-2250,付加体
-1380000,190000,-2250,付加体
-1380000,200000,-2250,付加体
-1370000,20000,-2250,付加体
-1370000,30000,-2250,火成岩
-1370000,40000,-2250,付加体
-1370000,50000,-2250,付加体
-1370000,60000,-2250,付加体
-1370000,70000,-2250,付加体
-1370000,80000,-2250,付加体
-1370000,90000,-2250,火成岩
-1370000,100000,-2250,変成岩
-1370000,110000,-2250,堆積岩
-1370000,120000,-2250,堆積岩
-1370000,130000,-2250,堆積岩
-1370000,140000,-2250,堆積岩
-1370000,150000,-2250,堆積岩
-1370000,160000,-2250,付加体
-1370000,170000,-2250,付加体
-1370000,180000,-2250,付加体
-1370000,190000,-2250,付加体
-1360000,30000,-2250,火成岩
-1360000,40000,-2250,火成岩
-1360000,50000,-2250,付加体
-1360000,60000,-2250,付加体
-1360000,70000,-2250,付加体
-1360000,80000,-2250,付加体
-1360000,90000,-2250,火成岩
-1360000,100000,-2250,堆積岩
-1360000,110000,-2250,火成岩
-1360000,120000,-2250,火成岩
-1360000,130000,-2250,堆積岩
-1360000,140000,-2250,付加体
-1360000,150000,-2250,火成岩
-1360000,160000,-2250,付加体
-1360000,170000,-2250,付加体
-1360000,180000,-2250,付加体
-1360000,190000,-2250,付加体
-1350000,40000,-2250,火成岩
-1350000,50000,-2250,付加体
-1350000,60000,-2250,付加体
-1350000,70000,-2250,付加体
-1350000,80000,-2250,変成岩
-1350000,90000,-2250,変成岩
-1350000,100000,-2250,堆積岩
-1350000,110000,-2250,火成岩
-1350000,120000,-2250,火成岩
-1350000,130000,-2250,付加体
-1350000,140000,-2250,火成岩
-1350000,150000,-2250,堆積岩
-1350000,160000,-2250,堆積岩
-1350000,170000,-2250,火成岩
-1350000,180000,-2250,付加体
-1350000,190000,-2250,付加体
-1350000,200000,-2250,付加体
-1340000,50000,-2250,付加体
-1340000,60000,-2250,付加体
-1340000,70000,-2250,付加体
-1340000,80000,-2250,変成岩
-1340000,90000,-2250,火成岩
-1340000,100000,-2250,変成岩
-1340000,110000,-2250,堆積岩
-1340000,120000,-2250,火成岩
-1340000,130000,-2250,火成岩
-1340000,140000,-2250,堆積岩
-1340000,150000,-2250,堆積岩
-1340000,160000,-2250,堆積岩
-1340000,170000,-2250,堆積岩
-1340000,180000,-2250,堆積岩
-1340000,190000,-2250,付加体
-1340000,200000,-2250,火成岩
-1330000,60000,-2250,付加体
-1330000,70000,-2250,変成岩
-1330000,80000,-2250,変成岩
-1330000,90000,-2250,火成岩
-1330000,100000,-2250,火成岩
-1330000,110000,-2250,変成岩
-1330000,120000,-2250,堆積岩
-1330000,130000,-2250,堆積岩
-1330000,140000,-2250,堆積岩
-1330000,150000,-2250,堆積岩
-1330000,160000,-2250,その他
-1330000,170000,-2250,堆積岩
-1330000,180000,-2250,堆積岩
-1330000,190000,-2250,付加体
-1330000,200000,-2250,火成岩
-1330000,210000,-2250,火成岩
-1320000,60000,-2250,付加体
-1320000,70000,-2250,堆積岩
-1320000,80000,-2250,堆積岩
-1320000,90000,-2250,堆積岩
-1320000,100000,-2250,堆積岩
-1320000,110000,-2250,変成岩
-1320000,120000,-2250,堆積岩
-1320000,130000,-2250,堆積岩
-1320000,140000,-2250,堆積岩
-1320000,150000,-2250,堆積岩
-1320000,160000,-2250,堆積岩
-1320000,170000,-2250,堆積岩
-1320000,180000,-2250,堆積岩
-1320000,190000,-2250,堆積岩
-1320000,200000,-2250,付加体
-1320000,210000,-2250,付加体
-1320000,220000,-2250,付加体
-1320000,230000,-2250,付加体
-1320000,240000,-2250,堆積岩
-1320000,250000,-2250,火成岩
-1310000,60000,-2250,付加体
-1310000,70000,-2250,変成岩
-1310000,80000,-2250,火成岩
-1310000,90000,-2250,堆積岩
-1310000,100000,-2250,堆積岩
-1310000,110000,-2250,堆積岩
-1310000,120000,-2250,堆積岩
-1310000,130000,-2250,火成岩
-1310000,140000,-2250,火成岩
-1310000,150000,-2250,付加体
-1310000,160000,-2250,付加体
-1310000,170000,-2250,付加体
-1310000,180000,-2250,堆積岩
-1310000,190000,-2250,付加体
-1310000,200000,-2250,付加体
-1310000,210000,-2250,付加体
-1310000,220000,-2250,堆積岩
-1310000,230000,-2250,堆積岩
-1310000,240000,-2250,堆積岩
-1310000,250000,-2250,堆積岩
-1310000,260000,-2250,堆積岩
-1300000,70000,-2250,変成岩
-1300000,80000,-2250,堆積岩
-1300000,90000,-2250,堆積岩
-1300000,110000,-2250,堆積岩
-1300000,120000,-2250,堆積岩
-1300000,130000,-2250,堆積岩
-1300000,140000,-2250,堆積岩
-1300000,150000,-2250,付加体
-1300000,160000,-2250,付加体
-1300000,170000,-2250,付加体
-1300000,180000,-2250,付加体
-1300000,190000,-2250,火成岩
-1300000,200000,-2250,付加体
-1300000,210000,-2250,付加体
-1300000,220000,-2250,付加体
-1300000,230000,-2250,火成岩
-1300000,240000,-2250,火成岩
-1300000,250000,-2250,堆積岩
-1300000,260000,-2250,堆積岩
-1290000,60000,-2250,付加体
-1290000,70000,-2250,付加体
-1290000,80000,-2250,堆積岩
-1290000,120000,-2250,堆積岩
-1290000,130000,-2250,堆積岩
-1290000,140000,-2250,堆積岩
-1290000,150000,-2250,付加体
-1290000,160000,-2250,付加体
-1290000,170000,-2250,堆積岩
-1290000,180000,-2250,付加体
-1290000,190000,-2250,付加体
-1290000,200000,-2250,付加体
-1290000,210000,-2250,付加体
-1290000,220000,-2250,火成岩
-1290000,230000,-2250,火成岩
-1290000,240000,-2250,火成岩
-1290000,250000,-2250,火成岩
-1290000,260000,-2250,堆積岩
-1290000,270000,-2250,堆積岩
-1280000,60000,-2250,堆積岩
-1280000,70000,-2250,付加体
-1280000,140000,-2250,堆積岩
-1280000,150000,-2250,堆積岩
-1280000,160000,-2250,堆積岩
-1280000,170000,-2250,堆積岩
-1280000,180000,-2250,付加体
-1280000,190000,-2250,付加体
-1280000,200000,-2250,付加体
-1280000,210000,-2250,火成岩
-1280000,220000,-2250,堆積岩
-1280000,230000,-2250,堆積岩
-1280000,240000,-2250,火成岩
-1280000,250000,-2250,火成岩
-1280000,260000,-2250,火成岩
-1280000,270000,-2250,堆積岩
-1270000,100000,-2250,堆積岩
-1270000,120000,-2250,その他
-1270000,140000,-2250,その他
-1270000,150000,-2250,堆積岩
-1270000,160000,-2250,堆積岩
-1270000,170000,-2250,堆積岩
-1270000,180000,-2250,堆積岩
-1270000,190000,-2250,付加体
-1270000,200000,-2250,付加体
-1270000,210000,-2250,付加体
-1270000,220000,-2250,火成岩
-1270000,230000,-2250,火成岩
-1270000,240000,-2250,火成岩
-1270000,250000,-2250,火成岩
-1270000,260000,-2250,火成岩
-1270000,270000,-2250,火成岩
-1270000,280000,-2250,堆積岩
-1260000,120000,-2250,堆積岩
-1260000,130000,-2250,その他
-1260000,140000,-2250,堆積岩
-1260000,150000,-2250,堆積岩
-1260000,160000,-2250,堆積岩
-1260000,170000,-2250,堆積岩
-1260000,180000,-2250,堆積岩
-1260000,190000,-2250,付加体
-1260000,200000,-2250,付加体
-1260000,210000,-2250,火成岩
-1260000,220000,-2250,堆積岩
-1260000,230000,-2250,火成岩
-1260000,240000,-2250,火成岩
-1260000,250000,-2250,堆積岩
-1260000,260000,-2250,変成岩
-1260000,270000,-2250,火成岩
-1260000,280000,-2250,堆積岩
-1260000,290000,-2250,堆積岩
-1250000,80000,-2250,付加体
-1250000,110000,-2250,堆積岩
-1250000,120000,-2250,堆積岩
-1250000,130000,-2250,堆積岩
-1250000,140000,-2250,堆積岩
-1250000,150000,-2250,堆積岩
-1250000,160000,-2250,堆積岩
-1250000,170000,-2250,付加体
-1250000,180000,-2250,堆積岩
-1250000,190000,-2250,火成岩
-1250000,200000,-2250,付加体
-1250000,210000,-2250,付加体
-1250000,220000,-2250,火成岩
-1250000,230000,-2250,火成岩
-1250000,240000,-2250,堆積岩
-1250000,250000,-2250,火成岩
-1250000,260000,-2250,変成岩
-1250000,270000,-2250,火成岩
-1250000,280000,-2250,火成岩
-1250000,290000,-2250,堆積岩
-1250000,300000,-2250,その他
-1240000,80000,-2250,堆積岩
-1240000,100000,-2250,火成岩
-1240000,110000,-2250,堆積岩
-1240000,120000,-2250,堆積岩
-1240000,130000,-2250,堆積岩
-1240000,140000,-2250,堆積岩
-1240000,150000,-2250,堆積岩
-1240000,160000,-2250,堆積岩
-1240000,170000,-2250,堆積岩
-1240000,180000,-2250,付加体
-1240000,190000,-2250,付加体
-1240000,200000,-2250,付加体
-1240000,210000,-2250,付加体
-1240000,220000,-2250,火成岩
-1240000,230000,-2250,堆積岩
-1240000,240000,-2250,火成岩
-1240000,250000,-2250,火成岩
-1240000,260000,-2250,火成岩
-1240000,270000,-2250,火成岩
-1240000,280000,-2250,火成岩
-1240000,290000,-2250,堆積岩
-1240000,300000,-2250,堆積岩
-1240000,310000,-2250,堆積岩
-1230000,90000,-2250,その他
-1230000,100000,-2250,火成岩
-1230000,110000,-2250,変成岩
-1230000,120000,-2250,火成岩
-1230000,130000,-2250,堆積岩
-1230000,140000,-2250,火成岩
-1230000,150000,-2250,付加体
-1230000,160000,-2250,付加体
-1230000,170000,-2250,付加体
-1230000,180000,-2250,付加体
-1230000,190000,-2250,付加体
-1230000,200000,-2250,堆積岩
-1230000,210000,-2250,火成岩
-1230000,220000,-2250,火成岩
-1230000,230000,-2250,火成岩
-1230000,240000,-2250,火成岩
-1230000,250000,-2250,堆積岩
-1230000,260000,-2250,火成岩
-1230000,270000,-2250,火成岩
-1230000,280000,-2250,堆積岩
-1230000,290000,-2250,堆積岩
-1230000,300000,-2250,堆積岩
-1230000,310000,-2250,堆積岩
-1230000,320000,-2250,堆積岩
-1230000,330000,-2250,堆積岩
-1230000,340000,-2250,堆積岩
-1230000,350000,-2250,堆積岩
-1230000,360000,-2250,堆積岩
-1220000,90000,-2250,堆積岩
-1220000,100000,-2250,堆積岩
-1220000,110000,-2250,変成岩
-1220000,120000,-2250,火成岩
-1220000,130000,-2250,火成岩
-1220000,140000,-2250,火成岩
-1220000,150000,-2250,付加体
-1220000,160000,-2250,堆積岩
-1220000,170000,-2250,付加体
-1220000,180000,-2250,火成岩
-1220000,190000,-2250,堆積岩
-1220000,200000,-2250,堆積岩
-1220000,210000,-2250,火成岩
-1220000,220000,-2250,火成岩
-1220000,230000,-2250,火成岩
-1220000,240000,-2250,火成岩
-1220000,250000,-2250,堆積岩
-1220000,260000,-2250,火成岩
-1220000,270000,-2250,火成岩
-1220000,280000,-2250,火成岩
-1220000,290000,-2250,堆積岩
-1220000,300000,-2250,堆積岩
-1220000,310000,-2250,堆積岩
-1220000,320000,-2250,堆積岩
-1220000,330000,-2250,堆積岩
-1220000,350000,-2250,火成岩
-1220000,360000,-2250,堆積岩
-1220000,370000,-2250,堆積岩
-1210000,90000,-2250,堆積岩
-1210000,100000,-2250,変成岩
-1210000,110000,-2250,火成岩
-1210000,120000,-2250,変成岩
-1210000,130000,-2250,変成岩
-1210000,140000,-2250,火成岩
-1210000,150000,-2250,火成岩
-1210000,160000,-2250,堆積岩
-1210000,170000,-2250,火成岩
-1210000,180000,-2250,火成岩
-1210000,190000,-2250,火成岩
-1210000,200000,-2250,火成岩
-1210000,210000,-2250,火成岩
-1210000,220000,-2250,火成岩
-1210000,230000,-2250,火成岩
-1210000,240000,-2250,火成岩
-1210000,250000,-2250,火成岩
-1210000,260000,-2250,変成岩
-1210000,270000,-2250,変成岩
-1210000,280000,-2250,堆積岩
-1210000,290000,-2250,堆積岩
-1210000,300000,-2250,堆積岩
-1210000,330000,-2250,堆積岩
-1210000,360000,-2250,火成岩
-1210000,370000,-2250,堆積岩
-1200000,80000,-2250,堆積岩
-1200000,90000,-2250,堆積岩
-1200000,100000,-2250,変成岩
-1200000,110000,-2250,変成岩
-1200000,120000,-2250,火成岩
-1200000,130000,-2250,変成岩
-1200000,140000,-2250,火成岩
-1200000,150000,-2250,火成岩
-1200000,160000,-2250,火成岩
-1200000,170000,-2250,火成岩
-1200000,180000,-2250,火成岩
-1200000,190000,-2250,火成岩
-1200000,200000,-2250,火成岩
-1200000,210000,-2250,火成岩
-1200000,220000,-2250,火成岩
-1200000,230000,-2250,火成岩
-1200000,240000,-2250,火成岩
-1200000,250000,-2250,火成岩
-1200000,260000,-2250,変成岩
-1200000,270000,-2250,火成岩
-1200000,280000,-2250,堆積岩
-1200000,290000,-2250,堆積岩
-1200000,300000,-2250,堆積岩
-1200000,360000,-2250,火成岩
-1200000,370000,-2250,火成岩
-1190000,80000,-2250,堆積岩
-1190000,90000,-2250,堆積岩
-1190000,100000,-2250,変成岩
-1190000,110000,-2250,火成岩
-1190000,120000,-2250,火成岩
-1190000,130000,-2250,堆積岩
-1190000,140000,-2250,火成岩
-1190000,150000,-2250,火成岩
-1190000,160000,-2250,火成岩
-1190000,170000,-2250,堆積岩
-1190000,180000,-2250,火成岩
-1190000,190000,-2250,火成岩
-1190000,200000,-2250,火成岩
-1190000,210000,-2250,火成岩
-1190000,220000,-2250,火成岩
-1190000,230000,-2250,火成岩
-1190000,240000,-2250,火成岩
-1190000,250000,-2250,火成岩
-1190000,260000,-2250,火成岩
-1190000,270000,-2250,火成岩
-1190000,280000,-2250,火成岩
-1190000,290000,-2250,堆積岩
-1190000,360000,-2250,火成岩
-1190000,370000,-2250,火成岩
-1180000,80000,-2250,堆積岩
-1180000,90000,-2250,堆積岩
-1180000,100000,-2250,変成岩
-1180000,110000,-2250,変成岩
-1180000,120000,-2250,堆積岩
-1180000,130000,-2250,火成岩
-1180000,140000,-2250,堆積岩
-1180000,150000,-2250,火成岩
-1180000,160000,-2250,火成岩
-1180000,170000,-2250,火成岩
-1180000,180000,-2250,堆積岩
-1180000,190000,-2250,堆積岩
-1180000,200000,-2250,火成岩
-1180000,210000,-2250,堆積岩
-1180000,220000,-2250,付加体
-1180000,230000,-2250,火成岩
-1180000,240000,-2250,火成岩
-1180000,250000,-2250,火成岩
-1180000,260000,-2250,堆積岩
-1180000,270000,-2250,火成岩
-1180000,280000,-2250,堆積岩
-1180000,290000,-2250,堆積岩
-1180000,300000,-2250,堆積岩
-1180000,370000,-2250,堆積岩
-1170000,80000,-2250,堆積岩
-1170000,90000,-2250,堆積岩
-1170000,100000,-2250,付加体
-1170000,110000,-2250,変成岩
-1170000,120000,-2250,変成岩
-1170000,130000,-2250,変成岩
-1170000,140000,-2250,火成岩
-1170000,150000,-2250,火成岩
-1170000,160000,-2250,堆積岩
-1170000,170000,-2250,火成岩
-1170000,180000,-2250,火成岩
-1170000,190000,-2250,堆積岩
-1170000,200000,-2250,付加体
-1170000,210000,-2250,堆積岩
-1170000,220000,-2250,付加体
-1170000,230000,-2250,堆積岩
-1170000,240000,-2250,火成岩
-1170000,250000,-2250,火成岩
-1170000,260000,-2250,火成岩
-1170000,270000,-2250,火成岩
-1170000,280000,-2250,火成岩
-1170000,290000,-2250,火成岩
-1170000,300000,-2250,堆積岩
-1170000,310000,-2250,堆積岩
-1170000,370000,-2250,堆積岩
-1160000,70000,-2250,堆積岩
-1160000,80000,-2250,堆積岩
-1160000,90000,-2250,付加体
-1160000,100000,-2250,付加体
-1160000,110000,-2250,付加体
-1160000,120000,-2250,付加体
-1160000,130000,-2250,堆積岩
-1160000,140000,-2250,火成岩
-1160000,150000,-2250,火成岩
-1160000,160000,-2250,堆積岩
-1160000,170000,-2250,火成岩
-1160000,180000,-2250,火成岩
-1160000,190000,-2250,火成岩
-1160000,200000,-2250,変成岩
-1160000,210000,-2250,付加体
-1160000,220000,-2250,付加体
-1160000,230000,-2250,付加体
-1160000,240000,-2250,付加体
-1160000,250000,-2250,付加体
-1160000,260000,-2250,火成岩
-1160000,270000,-2250,火成岩
-1160000,280000,-2250,火成岩
-1160000,290000,-2250,火成岩
-1160000,300000,-2250,火成岩
-1160000,310000,-2250,堆積岩
-1150000,70000,-2250,堆積岩
-1150000,80000,-2250,堆積岩
-1150000,90000,-2250,付加体
-1150000,100000,-2250,付加体
-1150000,110000,-2250,付加体
-1150000,120000,-2250,付加体
-1150000,130000,-2250,付加体
-1150000,140000,-2250,付加体
-1150000,150000,-2250,火成岩
-1150000,160000,-2250,火成岩
-1150000,170000,-2250,堆積岩
-1150000,180000,-2250,堆積岩
-1150000,190000,-2250,火成岩
-1150000,200000,-2250,変成岩
-1150000,210000,-2250,変成岩
-1150000,220000,-2250,変成岩
-1150000,230000,-2250,付加体
-1150000,240000,-2250,付加体
-1150000,250000,-2250,火成岩
-1150000,260000,-2250,火成岩
-1150000,270000,-2250,火成岩
-1150000,280000,-2250,火成岩
-1150000,290000,-2250,火成岩
-1150000,300000,-2250,堆積岩
-1150000,310000,-2250,堆積岩
-1140000,80000,-2250,堆積岩
-1140000,90000,-2250,付加体
-1140000,100000,-2250,付加体
-1140000,110000,-2250,付加体
-1140000,120000,-2250,付加体
-1140000,130000,-2250,付加体
-1140000,140000,-2250,付加体
-1140000,150000,-2250,付加体
-1140000,160000,-2250,変成岩
-1140000,170000,-2250,火成岩
-1140000,180000,-2250,火成岩
-1140000,190000,-2250,変成岩
-1140000,200000,-2250,堆積岩
-1140000,210000,-2250,堆積岩
-1140000,220000,-2250,堆積岩
-1140000,230000,-2250,堆積岩
-1140000,240000,-2250,堆積岩
-1140000,250000,-2250,堆積岩
